"defense","rushing_yds","year"
"26311","GB",3,"2014"
"26312","GB",-1,"2014"
"26313","GB",1,"2014"
"26314","SEA",9,"2014"
"26315","BUF",13,"2014"
"26316","BUF",5,"2014"
"26317","BUF",6,"2014"
"26318","BUF",2,"2014"
"26319","BUF",4,"2014"
"26320","BUF",16,"2014"
"26321","BUF",-3,"2014"
"26322","BUF",0,"2014"
"26323","BUF",0,"2014"
"26324","BUF",6,"2014"
"26325","BUF",-1,"2014"
"26326","MIN",3,"2014"
"26327","MIN",4,"2014"
"26328","MIN",4,"2014"
"26329","MIN",2,"2014"
"26330","MIN",3,"2014"
"26331","ATL",2,"2014"
"26332","TB",2,"2014"
"26333","CHI",5,"2014"
"26349","PIT",20,"2014"
"26350","PIT",6,"2014"
"26351","PIT",2,"2014"
"26352","PIT",-1,"2014"
"26353","TEN",1,"2014"
"26354","TEN",3,"2014"
"26355","TEN",1,"2014"
"26356","TEN",1,"2014"
"26357","TEN",7,"2014"
"26358","TEN",-1,"2014"
"26359","TEN",0,"2014"
"26360","TEN",2,"2014"
"26361","TEN",2,"2014"
"26362","TEN",5,"2014"
"26363","CLE",1,"2014"
"26364","CLE",0,"2014"
"26365","CLE",5,"2014"
"26366","CLE",3,"2014"
"26367","CLE",4,"2014"
"26368","CLE",3,"2014"
"26369","BAL",2,"2014"
"26370","BAL",17,"2014"
"26371","BAL",1,"2014"
"26372","BAL",2,"2014"
"26373","BAL",2,"2014"
"26374","BAL",-5,"2014"
"26375","TEN",1,"2014"
"26376","TEN",0,"2014"
"26377","TEN",2,"2014"
"26382","ARI",5,"2014"
"26383","ARI",2,"2014"
"26384","ARI",8,"2014"
"26385","NYJ",5,"2014"
"26386","NYJ",3,"2014"
"26387","NYJ",1,"2014"
"26388","NYJ",16,"2014"
"26389","NYJ",3,"2014"
"26390","NYJ",4,"2014"
"26391","NYJ",3,"2014"
"26392","NYJ",3,"2014"
"26393","SF",3,"2014"
"26394","SF",9,"2014"
"26395","SF",8,"2014"
"26396","SF",3,"2014"
"26397","SF",5,"2014"
"26398","SF",2,"2014"
"26399","SD",2,"2014"
"26400","SD",3,"2014"
"26401","SD",1,"2014"
"26402","SD",5,"2014"
"26403","SD",5,"2014"
"26404","SD",5,"2014"
"26405","SD",3,"2014"
"26406","NE",0,"2014"
"26407","NE",6,"2014"
"26408","OAK",1,"2014"
"26409","OAK",4,"2014"
"26410","OAK",5,"2014"
"26411","OAK",-2,"2014"
"26412","MIA",7,"2014"
"26413","MIA",0,"2014"
"26414","MIA",2,"2014"
"26415","MIA",3,"2014"
"26416","MIA",21,"2014"
"26417","KC",6,"2014"
"26418","KC",3,"2014"
"26419","KC",0,"2014"
"26420","KC",5,"2014"
"26421","KC",7,"2014"
"26422","KC",4,"2014"
"26423","KC",-3,"2014"
"26424","KC",17,"2014"
"26425","KC",2,"2014"
"26426","KC",-2,"2014"
"26427","BUF",4,"2014"
"26428","BUF",47,"2014"
"26429","BUF",14,"2014"
"26430","BUF",-2,"2014"
"26431","SD",3,"2014"
"26432","SD",3,"2014"
"26433","SD",8,"2014"
"26434","SD",0,"2014"
"26435","CIN",2,"2014"
"26436","NYJ",6,"2014"
"26437","NYJ",-3,"2014"
"26438","NYJ",3,"2014"
"26439","NYJ",1,"2014"
"26440","NYJ",1,"2014"
"26441","NYJ",4,"2014"
"26442","NYJ",3,"2014"
"26443","NYJ",3,"2014"
"26444","NYJ",-2,"2014"
"26445","NYJ",3,"2014"
"26446","CIN",0,"2014"
"26447","CIN",5,"2014"
"26448","BUF",0,"2014"
"26460","CIN",5,"2014"
"26461","CIN",5,"2014"
"26462","CIN",2,"2014"
"26463","CIN",-1,"2014"
"26464","CIN",6,"2014"
"26465","CIN",3,"2014"
"26466","CIN",-5,"2014"
"26467","CIN",6,"2014"
"26468","CIN",4,"2014"
"26469","PHI",3,"2014"
"26470","PHI",2,"2014"
"26471","PHI",17,"2014"
"26472","PHI",3,"2014"
"26473","PHI",-4,"2014"
"26474","PHI",8,"2014"
"26475","ATL",5,"2014"
"26476","ATL",3,"2014"
"26477","ATL",3,"2014"
"26478","MIN",16,"2014"
"26479","NO",-1,"2014"
"26480","NO",3,"2014"
"26481","NO",3,"2014"
"26482","TB",11,"2014"
"26483","TB",2,"2014"
"26484","CLE",5,"2014"
"26485","ATL",13,"2014"
"26486","ATL",2,"2014"
"26487","ATL",3,"2014"
"26488","ATL",7,"2014"
"26489","ATL",11,"2014"
"26490","ATL",1,"2014"
"26491","ATL",4,"2014"
"26502","SF",24,"2014"
"26503","SF",3,"2014"
"26504","SF",3,"2014"
"26505","SF",7,"2014"
"26506","SF",3,"2014"
"26507","SEA",4,"2014"
"26508","SEA",4,"2014"
"26509","SEA",3,"2014"
"26510","SEA",6,"2014"
"26511","SEA",28,"2014"
"26512","SEA",-2,"2014"
"26513","SEA",1,"2014"
"26514","SEA",5,"2014"
"26515","SEA",7,"2014"
"26516","SEA",-2,"2014"
"26517","SEA",2,"2014"
"26518","SEA",3,"2014"
"26519","SEA",-2,"2014"
"26520","SEA",10,"2014"
"26521","SEA",0,"2014"
"26522","SEA",1,"2014"
"26523","SEA",8,"2014"
"26524","SEA",9,"2014"
"26525","KC",14,"2014"
"26526","KC",1,"2014"
"26527","KC",0,"2014"
"26528","KC",1,"2014"
"26529","KC",1,"2014"
"26530","KC",3,"2014"
"26531","KC",12,"2014"
"26532","SF",4,"2014"
"26533","SF",5,"2014"
"26534","SF",6,"2014"
"26535","SF",-2,"2014"
"26536","SF",4,"2014"
"26537","SF",3,"2014"
"26538","SF",2,"2014"
"26539","SF",1,"2014"
"26540","SF",21,"2014"
"26541","SF",5,"2014"
"26542","SF",5,"2014"
"26543","SF",0,"2014"
"26544","SF",5,"2014"
"26545","SF",3,"2014"
"26546","SF",3,"2014"
"26547","SF",-1,"2014"
"26548","SF",1,"2014"
"26549","SF",-1,"2014"
"26550","SF",1,"2014"
"26551","ARI",0,"2014"
"26552","ARI",4,"2014"
"26553","ARI",6,"2014"
"26554","ARI",16,"2014"
"26555","ARI",1,"2014"
"26556","ARI",1,"2014"
"26557","ARI",0,"2014"
"26558","ARI",3,"2014"
"26559","ARI",4,"2014"
"26560","ARI",4,"2014"
"26561","ARI",12,"2014"
"26562","ARI",-5,"2014"
"26563","ARI",-1,"2014"
"26564","ARI",3,"2014"
"26565","DEN",2,"2014"
"26566","DEN",2,"2014"
"26567","DEN",10,"2014"
"26568","DEN",4,"2014"
"26569","DEN",15,"2014"
"26570","DEN",4,"2014"
"26571","DEN",0,"2014"
"26572","DEN",5,"2014"
"26573","DEN",4,"2014"
"26574","DEN",4,"2014"
"26575","DEN",7,"2014"
"26576","DEN",-1,"2014"
"26577","DEN",0,"2014"
"26578","DEN",0,"2014"
"26579","DEN",4,"2014"
"26580","DEN",27,"2014"
"26581","DEN",1,"2014"
"26582","DEN",1,"2014"
"26583","DEN",3,"2014"
"26584","DEN",3,"2014"
"26585","DEN",3,"2014"
"26586","DEN",2,"2014"
"26587","DEN",-1,"2014"
"26588","DEN",3,"2014"
"26589","DEN",0,"2014"
"26590","DEN",3,"2014"
"26591","DEN",1,"2014"
"26592","DEN",-3,"2014"
"26593","DEN",10,"2014"
"26594","SD",1,"2014"
"26595","SD",4,"2014"
"26596","SD",6,"2014"
"26597","SD",13,"2014"
"26598","SD",3,"2014"
"26599","SD",1,"2014"
"26600","SD",2,"2014"
"26601","SD",0,"2014"
"26602","SD",0,"2014"
"26603","SD",2,"2014"
"26604","SD",0,"2014"
"26605","SD",9,"2014"
"26606","SD",2,"2014"
"26607","SD",21,"2014"
"26608","SD",0,"2014"
"26609","SD",-2,"2014"
"26610","OAK",5,"2014"
"26611","OAK",7,"2014"
"26612","OAK",4,"2014"
"26613","OAK",89,"2014"
"26614","OAK",10,"2014"
"26615","OAK",-2,"2014"
"26616","OAK",2,"2014"
"26617","OAK",3,"2014"
"26618","OAK",-1,"2014"
"26619","OAK",1,"2014"
"26620","OAK",-8,"2014"
"26621","OAK",8,"2014"
"26622","OAK",0,"2014"
"26623","OAK",-1,"2014"
"26624","WAS",0,"2014"
"26625","WAS",0,"2014"
"26626","WAS",5,"2014"
"26627","WAS",-2,"2014"
"26628","WAS",5,"2014"
"26629","WAS",1,"2014"
"26630","WAS",11,"2014"
"26631","WAS",12,"2014"
"26632","WAS",2,"2014"
"26633","WAS",1,"2014"
"26634","WAS",3,"2014"
"26635","WAS",6,"2014"
"26636","WAS",15,"2014"
"26637","WAS",2,"2014"
"26638","WAS",-1,"2014"
"26639","WAS",5,"2014"
"26640","WAS",0,"2014"
"26641","WAS",0,"2014"
"26642","WAS",3,"2014"
"26643","WAS",-2,"2014"
"26644","ARI",-5,"2014"
"26645","ARI",0,"2014"
"26646","ARI",1,"2014"
"26647","ARI",6,"2014"
"26648","ARI",1,"2014"
"26649","ARI",10,"2014"
"26650","ARI",2,"2014"
"26651","ARI",6,"2014"
"26652","ARI",-1,"2014"
"26653","ARI",7,"2014"
"26654","ARI",0,"2014"
"26655","ARI",6,"2014"
"26656","ARI",0,"2014"
"26657","NYG",9,"2014"
"26658","NYG",16,"2014"
"26659","NYG",1,"2014"
"26660","NYG",3,"2014"
"26661","NYG",2,"2014"
"26662","NYG",10,"2014"
"26663","NYG",12,"2014"
"26664","NYG",1,"2014"
"26665","NYG",4,"2014"
"26666","NYG",3,"2014"
"26667","NYG",3,"2014"
"26668","NYG",4,"2014"
"26669","NYG",8,"2014"
"26670","SEA",0,"2014"
"26671","SEA",2,"2014"
"26672","SEA",2,"2014"
"26673","SEA",4,"2014"
"26674","SEA",2,"2014"
"26675","SEA",-4,"2014"
"26676","SEA",-2,"2014"
"26677","SEA",13,"2014"
"26678","SEA",8,"2014"
"26679","SEA",1,"2014"
"26680","SEA",2,"2014"
"26681","NYJ",5,"2014"
"26682","NYJ",3,"2014"
"26683","NYJ",4,"2014"
"26684","CHI",19,"2014"
"26685","CHI",8,"2014"
"26686","CHI",3,"2014"
"26687","CHI",2,"2014"
"26688","CHI",6,"2014"
"26689","CHI",5,"2014"
"26690","CHI",3,"2014"
"26691","CHI",1,"2014"
"26692","CHI",0,"2014"
"26693","CHI",17,"2014"
"26694","CHI",3,"2014"
"26695","CHI",3,"2014"
"26696","CHI",4,"2014"
"26697","CHI",3,"2014"
"26698","CHI",2,"2014"
"26699","CHI",1,"2014"
"26700","CHI",6,"2014"
"26701","DEN",3,"2014"
"26702","DEN",3,"2014"
"26703","DEN",1,"2014"
"26704","DEN",0,"2014"
"26705","DEN",0,"2014"
"26706","DEN",0,"2014"
"26707","DEN",7,"2014"
"26708","DEN",13,"2014"
"26709","DEN",2,"2014"
"26710","DEN",-1,"2014"
"26711","DEN",6,"2014"
"26712","DEN",-1,"2014"
"26713","IND",7,"2014"
"26714","IND",7,"2014"
"26715","IND",16,"2014"
"26716","IND",4,"2014"
"26717","IND",20,"2014"
"26718","IND",6,"2014"
"26719","IND",14,"2014"
"26720","IND",3,"2014"
"26721","IND",4,"2014"
"26722","IND",3,"2014"
"26723","IND",3,"2014"
"26724","IND",6,"2014"
"26725","IND",2,"2014"
"26726","IND",5,"2014"
"26727","IND",0,"2014"
"26728","IND",14,"2014"
"26729","IND",5,"2014"
"26730","IND",4,"2014"
"26731","IND",2,"2014"
"26732","IND",4,"2014"
"26733","IND",1,"2014"
"26734","IND",5,"2014"
"26735","IND",6,"2014"
"26736","IND",2,"2014"
"26737","IND",7,"2014"
"26738","IND",8,"2014"
"26739","IND",0,"2014"
"26740","IND",-2,"2014"
"26741","IND",4,"2014"
"26742","IND",7,"2014"
"26743","IND",1,"2014"
"26744","IND",3,"2014"
"26745","IND",3,"2014"
"26746","IND",3,"2014"
"26747","IND",3,"2014"
"26748","IND",5,"2014"
"26749","IND",5,"2014"
"26750","IND",9,"2014"
"26751","GB",4,"2014"
"26752","SD",7,"2014"
"26753","SD",2,"2014"
"26754","MIA",5,"2014"
"26755","MIA",-1,"2014"
"26756","MIA",14,"2014"
"26757","MIA",5,"2014"
"26758","MIA",6,"2014"
"26759","MIA",2,"2014"
"26760","MIA",4,"2014"
"26761","MIA",9,"2014"
"26762","MIA",13,"2014"
"26763","MIA",1,"2014"
"26764","MIA",4,"2014"
"26765","NYJ",4,"2014"
"26766","NYJ",-2,"2014"
"26767","NYJ",2,"2014"
"26768","NYJ",-1,"2014"
"26769","NYJ",1,"2014"
"26770","NYJ",1,"2014"
"26771","BUF",21,"2014"
"26772","BUF",0,"2014"
"26773","CHI",3,"2014"
"26774","CHI",3,"2014"
"26781","STL",2,"2014"
"26782","STL",3,"2014"
"26783","CAR",6,"2014"
"26784","CAR",0,"2014"
"26785","CAR",2,"2014"
"26786","CAR",4,"2014"
"26787","OAK",-1,"2014"
"26788","OAK",7,"2014"
"26789","OAK",8,"2014"
"26790","OAK",2,"2014"
"26791","NYG",9,"2014"
"26792","NYG",18,"2014"
"26793","NYG",-1,"2014"
"26794","NYG",45,"2014"
"26795","KC",-2,"2014"
"26796","SF",4,"2014"
"26797","SF",8,"2014"
"26798","SF",-2,"2014"
"26799","PHI",7,"2014"
"26800","PHI",2,"2014"
"26801","PHI",8,"2014"
"26802","PHI",1,"2014"
"26803","PHI",3,"2014"
"26804","PHI",11,"2014"
"26805","SF",1,"2014"
"26806","ARI",5,"2014"
"26807","ARI",2,"2014"
"26808","ARI",15,"2014"
"26809","ARI",-2,"2014"
"26810","ARI",2,"2014"
"26811","ARI",4,"2014"
"26812","ARI",-3,"2014"
"26813","ARI",5,"2014"
"26814","STL",2,"2014"
"26865","NYJ",6,"2014"
"26866","NYJ",3,"2014"
"26867","NYJ",2,"2014"
"26868","NYJ",-5,"2014"
"26869","NYJ",4,"2014"
"26870","NYJ",-2,"2014"
"26871","NYJ",7,"2014"
"26872","KC",-1,"2014"
"26873","KC",2,"2014"
"26874","KC",10,"2014"
"26875","KC",-2,"2014"
"26876","KC",12,"2014"
"26877","KC",14,"2014"
"26878","KC",0,"2014"
"26879","MIA",5,"2014"
"26880","MIA",2,"2014"
"26881","MIA",8,"2014"
"26882","MIA",6,"2014"
"26883","MIA",-6,"2014"
"26884","MIA",-1,"2014"
"26885","NYJ",3,"2014"
"26886","NYJ",1,"2014"
"26887","NYJ",5,"2014"
"26888","NYJ",1,"2014"
"26889","NYJ",6,"2014"
"26890","NYJ",4,"2014"
"26891","CLE",4,"2014"
"26892","CLE",3,"2014"
"26893","CLE",4,"2014"
"26894","DEN",7,"2014"
"26895","DEN",-2,"2014"
"26896","DEN",6,"2014"
"26897","GB",3,"2014"
"26898","GB",12,"2014"
"26899","GB",3,"2014"
"26900","GB",2,"2014"
"26907","ARI",4,"2014"
"26908","ARI",6,"2014"
"26909","ARI",3,"2014"
"26910","HOU",22,"2014"
"26911","HOU",8,"2014"
"26912","HOU",6,"2014"
"26913","HOU",3,"2014"
"26914","HOU",1,"2014"
"26915","HOU",5,"2014"
"26916","HOU",4,"2014"
"26917","HOU",1,"2014"
"26918","CAR",6,"2014"
"26919","CAR",0,"2014"
"26920","CAR",-1,"2014"
"26921","CAR",3,"2014"
"26922","CAR",3,"2014"
"26923","GB",3,"2014"
"26924","GB",-2,"2014"
"26925","GB",-1,"2014"
"26926","TEN",2,"2014"
"26927","TEN",-2,"2014"
"26928","TEN",1,"2014"
"26929","TEN",1,"2014"
"26930","TEN",4,"2014"
"26931","TEN",1,"2014"
"26932","TEN",-2,"2014"
"26933","DAL",11,"2014"
"26934","DAL",4,"2014"
"26935","DAL",1,"2014"
"26936","DAL",0,"2014"
"26937","DAL",6,"2014"
"26938","DAL",5,"2014"
"26939","DAL",-1,"2014"
"26940","DAL",5,"2014"
"26941","DAL",12,"2014"
"26942","DAL",3,"2014"
"26943","DAL",3,"2014"
"26944","DAL",5,"2014"
"26945","DAL",1,"2014"
"26946","NYG",5,"2014"
"26947","NYG",1,"2014"
"26948","NYG",4,"2014"
"26949","NYG",17,"2014"
"26950","NYG",0,"2014"
"26951","NYG",7,"2014"
"26952","NYG",4,"2014"
"26955","GB",4,"2014"
"26956","GB",-1,"2014"
"26957","CHI",1,"2014"
"26964","CAR",2,"2014"
"26968","DAL",2,"2014"
"26969","DAL",4,"2014"
"26970","DAL",5,"2014"
"26971","DAL",0,"2014"
"26972","DAL",1,"2014"
"26973","STL",1,"2014"
"26974","ATL",3,"2014"
"26975","ATL",1,"2014"
"26976","ATL",7,"2014"
"26977","ATL",2,"2014"
"26978","ATL",3,"2014"
"26979","KC",8,"2014"
"26980","KC",2,"2014"
"26981","KC",-4,"2014"
"26982","SEA",6,"2014"
"27021","IND",10,"2014"
"27022","IND",17,"2014"
"27023","SEA",4,"2014"
"27024","SEA",2,"2014"
"27025","CLE",5,"2014"
"27026","CLE",7,"2014"
"27027","CLE",-3,"2014"
"27028","CLE",3,"2014"
"27029","NO",1,"2014"
"27030","NO",0,"2014"
"27031","CLE",3,"2014"
"27032","CLE",1,"2014"
"27033","CLE",10,"2014"
"27034","ATL",1,"2014"
"27035","ATL",3,"2014"
"27036","ATL",5,"2014"
"27037","ATL",4,"2014"
"27038","ATL",6,"2014"
"27039","ATL",0,"2014"
"27040","ATL",2,"2014"
"27041","ATL",2,"2014"
"27042","WAS",4,"2014"
"27043","WAS",11,"2014"
"27044","WAS",12,"2014"
"27045","WAS",-2,"2014"
"27046","WAS",2,"2014"
"27047","WAS",2,"2014"
"27048","WAS",0,"2014"
"27049","WAS",2,"2014"
"27050","WAS",4,"2014"
"27051","WAS",-4,"2014"
"27052","WAS",-1,"2014"
"27053","WAS",4,"2014"
"27054","WAS",2,"2014"
"27055","CHI",-1,"2014"
"27056","CHI",5,"2014"
"27057","CHI",10,"2014"
"27058","CHI",3,"2014"
"27059","CHI",5,"2014"
"27060","CHI",0,"2014"
"27061","CIN",3,"2014"
"27062","CIN",-2,"2014"
"27063","CIN",5,"2014"
"27064","CIN",-1,"2014"
"27065","CIN",1,"2014"
"27066","DET",3,"2014"
"27067","DET",-3,"2014"
"27068","DET",-3,"2014"
"27069","DET",3,"2014"
"27070","DET",-4,"2014"
"27071","CAR",-2,"2014"
"27072","CAR",7,"2014"
"27073","CAR",1,"2014"
"27074","CAR",18,"2014"
"27075","CAR",2,"2014"
"27076","CAR",10,"2014"
"27077","CAR",-2,"2014"
"27078","GB",1,"2014"
"27079","GB",0,"2014"
"27080","GB",-1,"2014"
"27081","GB",-1,"2014"
"27082","NO",9,"2014"
"27083","NO",0,"2014"
"27084","NO",-3,"2014"
"27085","NO",9,"2014"
"27086","NO",3,"2014"
"27087","NO",1,"2014"
"27088","NO",20,"2014"
"27089","NO",-2,"2014"
"27090","NO",8,"2014"
"27091","NO",5,"2014"
"27092","NO",0,"2014"
"27093","NO",1,"2014"
"27094","NO",8,"2014"
"27095","NO",0,"2014"
"27096","NO",3,"2014"
"27097","NO",2,"2014"
"27098","NO",0,"2014"
"27099","NO",5,"2014"
"27109","BUF",13,"2014"
"27110","MIA",2,"2014"
"27111","TEN",0,"2014"
"27112","NE",2,"2014"
"27113","MIA",4,"2014"
"27114","MIA",-1,"2014"
"27115","GB",8,"2014"
"27116","GB",6,"2014"
"27117","GB",8,"2014"
"27118","GB",1,"2014"
"27119","GB",3,"2014"
"27120","CAR",5,"2014"
"27121","CAR",3,"2014"
"27122","NYJ",9,"2014"
"27123","DET",4,"2014"
"27124","DET",-2,"2014"
"27125","MIA",2,"2014"
"27126","MIA",4,"2014"
"27127","MIA",1,"2014"
"27128","MIA",16,"2014"
"27129","MIA",0,"2014"
"27130","CHI",0,"2014"
"27131","CHI",6,"2014"
"27132","CHI",7,"2014"
"27133","CHI",2,"2014"
"27134","CHI",3,"2014"
"27135","CHI",2,"2014"
"27159","CIN",1,"2014"
"27160","CIN",3,"2014"
"27161","CIN",3,"2014"
"27162","CIN",2,"2014"
"27163","CIN",3,"2014"
"27164","CIN",4,"2014"
"27165","CIN",1,"2014"
"27166","CIN",-3,"2014"
"27167","CIN",2,"2014"
"27171","KC",5,"2014"
"27172","KC",1,"2014"
"27173","KC",7,"2014"
"27174","KC",2,"2014"
"27175","KC",3,"2014"
"27176","KC",7,"2014"
"27177","KC",9,"2014"
"27178","KC",15,"2014"
"27179","KC",9,"2014"
"27180","KC",2,"2014"
"27181","KC",3,"2014"
"27182","KC",5,"2014"
"27183","KC",0,"2014"
"27184","KC",16,"2014"
"27185","KC",5,"2014"
"27186","KC",3,"2014"
"27187","KC",3,"2014"
"27188","KC",0,"2014"
"27189","KC",5,"2014"
"27190","STL",2,"2014"
"27191","STL",11,"2014"
"27192","STL",0,"2014"
"27193","STL",8,"2014"
"27194","STL",6,"2014"
"27195","STL",0,"2014"
"27196","STL",2,"2014"
"27197","STL",19,"2014"
"27198","STL",-1,"2014"
"27199","STL",12,"2014"
"27200","STL",3,"2014"
"27201","STL",4,"2014"
"27202","STL",6,"2014"
"27203","STL",1,"2014"
"27204","STL",2,"2014"
"27205","SEA",3,"2014"
"27206","SEA",1,"2014"
"27207","SF",6,"2014"
"27208","SF",4,"2014"
"27209","SF",5,"2014"
"27210","SF",-7,"2014"
"27211","SF",1,"2014"
"27212","SF",4,"2014"
"27213","SF",5,"2014"
"27214","SF",7,"2014"
"27215","SF",5,"2014"
"27216","SF",11,"2014"
"27217","SF",2,"2014"
"27218","SF",7,"2014"
"27219","SF",2,"2014"
"27220","SF",4,"2014"
"27221","SF",2,"2014"
"27222","SF",6,"2014"
"27223","SF",3,"2014"
"27224","BUF",1,"2014"
"27225","SD",16,"2014"
"27226","SD",0,"2014"
"27227","OAK",-4,"2014"
"27228","OAK",4,"2014"
"27229","OAK",5,"2014"
"27230","OAK",0,"2014"
"27241","NYG",7,"2014"
"27242","NYG",6,"2014"
"27243","NYG",-1,"2014"
"27244","SEA",-3,"2014"
"27245","SEA",2,"2014"
"27246","SEA",6,"2014"
"27247","SEA",1,"2014"
"27248","SD",2,"2014"
"27249","SD",12,"2014"
"27250","ARI",-1,"2014"
"27257","HOU",2,"2014"
"27258","HOU",-8,"2014"
"27259","HOU",12,"2014"
"27260","HOU",5,"2014"
"27261","CLE",1,"2014"
"27262","CLE",0,"2014"
"27274","DAL",-3,"2014"
"27275","TEN",2,"2014"
"27276","TEN",2,"2014"
"27277","TEN",3,"2014"
"27278","TEN",6,"2014"
"27279","TEN",0,"2014"
"27280","TEN",-1,"2014"
"27281","TEN",9,"2014"
"27282","TEN",0,"2014"
"27283","TEN",0,"2014"
"27297","STL",2,"2014"
"27299","DEN",3,"2013"
"27300","DEN",7,"2013"
"27301","DEN",9,"2013"
"27302","DEN",1,"2013"
"27303","DEN",0,"2013"
"27304","DEN",0,"2013"
"27305","DEN",1,"2013"
"27306","DEN",6,"2013"
"27307","DEN",12,"2013"
"27308","DEN",-1,"2013"
"27309","DEN",-2,"2013"
"27310","DEN",0,"2013"
"27311","CLE",-3,"2013"
"27312","CLE",11,"2013"
"27313","CLE",3,"2013"
"27314","CLE",2,"2013"
"27315","CLE",0,"2013"
"27316","CLE",14,"2013"
"27317","CLE",1,"2013"
"27318","CLE",3,"2013"
"27319","CLE",2,"2013"
"27320","CLE",0,"2013"
"27321","CLE",2,"2013"
"27322","CLE",1,"2013"
"27323","CLE",0,"2013"
"27324","BUF",5,"2013"
"27325","BUF",3,"2013"
"27326","BUF",0,"2013"
"27327","BUF",7,"2013"
"27328","BUF",2,"2013"
"27329","MIA",5,"2013"
"27330","MIA",3,"2013"
"27331","MIA",0,"2013"
"27332","MIA",7,"2013"
"27333","MIA",1,"2013"
"27334","MIA",3,"2013"
"27335","MIA",4,"2013"
"27336","MIA",1,"2013"
"27337","MIA",0,"2013"
"27338","MIA",4,"2013"
"27339","MIA",-2,"2013"
"27340","MIA",4,"2013"
"27341","MIA",1,"2013"
"27342","MIA",4,"2013"
"27343","MIA",2,"2013"
"27344","MIA",4,"2013"
"27345","MIA",2,"2013"
"27346","MIA",3,"2013"
"27347","MIA",0,"2013"
"27348","MIA",1,"2013"
"27349","MIA",3,"2013"
"27350","MIA",3,"2013"
"27351","MIA",1,"2013"
"27352","MIA",6,"2013"
"27353","MIA",6,"2013"
"27354","MIA",2,"2013"
"27355","MIA",6,"2013"
"27356","GB",2,"2013"
"27357","GB",0,"2013"
"27358","GB",1,"2013"
"27359","GB",-3,"2013"
"27360","GB",0,"2013"
"27361","GB",2,"2013"
"27362","GB",1,"2013"
"27363","GB",0,"2013"
"27364","GB",10,"2013"
"27365","GB",0,"2013"
"27366","GB",5,"2013"
"27367","GB",11,"2013"
"27368","GB",6,"2013"
"27369","GB",-1,"2013"
"27370","PIT",1,"2013"
"27371","PIT",0,"2013"
"27372","PIT",4,"2013"
"27373","PIT",3,"2013"
"27374","PIT",13,"2013"
"27375","PIT",2,"2013"
"27376","PIT",2,"2013"
"27377","PIT",-2,"2013"
"27378","PIT",9,"2013"
"27379","PIT",2,"2013"
"27380","PIT",1,"2013"
"27381","PIT",3,"2013"
"27382","PIT",1,"2013"
"27383","PIT",5,"2013"
"27384","PIT",1,"2013"
"27385","CLE",5,"2013"
"27386","CLE",5,"2013"
"27387","CLE",2,"2013"
"27388","CLE",-2,"2013"
"27389","CLE",4,"2013"
"27390","CLE",-3,"2013"
"27391","CLE",3,"2013"
"27392","CLE",1,"2013"
"27393","CLE",3,"2013"
"27394","CLE",-2,"2013"
"27395","CLE",1,"2013"
"27396","CIN",0,"2013"
"27397","CIN",3,"2013"
"27398","CIN",-2,"2013"
"27399","CIN",5,"2013"
"27400","CIN",0,"2013"
"27401","CIN",4,"2013"
"27402","CIN",0,"2013"
"27403","CIN",2,"2013"
"27404","CIN",2,"2013"
"27405","CIN",3,"2013"
"27406","CIN",1,"2013"
"27407","CIN",0,"2013"
"27408","CIN",3,"2013"
"27409","CIN",3,"2013"
"27410","CIN",2,"2013"
"27411","CIN",3,"2013"
"27412","CIN",1,"2013"
"27413","CIN",0,"2013"
"27414","CHI",47,"2013"
"27415","CHI",0,"2013"
"27416","CHI",0,"2013"
"27417","CHI",1,"2013"
"27418","CHI",8,"2013"
"27419","CHI",4,"2013"
"27420","CHI",1,"2013"
"27421","CHI",-1,"2013"
"27422","CHI",7,"2013"
"27423","CHI",3,"2013"
"27424","CHI",6,"2013"
"27425","CHI",-2,"2013"
"27426","CHI",7,"2013"
"27427","CHI",0,"2013"
"27428","CHI",1,"2013"
"27429","CHI",1,"2013"
"27430","CHI",0,"2013"
"27431","CHI",13,"2013"
"27432","CHI",6,"2013"
"27433","CHI",3,"2013"
"27434","CHI",11,"2013"
"27435","CHI",3,"2013"
"27436","CHI",-1,"2013"
"27437","CHI",9,"2013"
"27438","CHI",4,"2013"
"27439","NYJ",0,"2013"
"27440","NYJ",2,"2013"
"27441","NYJ",2,"2013"
"27442","NYJ",1,"2013"
"27443","NYJ",0,"2013"
"27444","NYJ",5,"2013"
"27445","NYJ",1,"2013"
"27446","NYJ",5,"2013"
"27447","NYJ",7,"2013"
"27448","NYJ",2,"2013"
"27449","NYJ",0,"2013"
"27450","NYJ",3,"2013"
"27451","NYJ",0,"2013"
"27452","NYJ",1,"2013"
"27453","NYJ",0,"2013"
"27454","NYJ",1,"2013"
"27455","PIT",3,"2013"
"27456","PIT",0,"2013"
"27457","PIT",2,"2013"
"27458","PIT",3,"2013"
"27459","PIT",2,"2013"
"27460","PIT",0,"2013"
"27461","PIT",4,"2013"
"27462","PIT",2,"2013"
"27463","PIT",9,"2013"
"27464","PIT",2,"2013"
"27465","PIT",2,"2013"
"27466","PIT",3,"2013"
"27467","MIN",2,"2013"
"27468","MIN",6,"2013"
"27469","MIN",5,"2013"
"27470","MIN",2,"2013"
"27471","MIN",3,"2013"
"27472","MIN",0,"2013"
"27473","MIN",1,"2013"
"27474","MIN",-1,"2013"
"27475","MIN",2,"2013"
