"full_name","year","rushing_yds","pos_team","yearteamweek"
"88232","Tim Hightower",2010,5,"ARI","2010ARI1"
"88233","Tim Hightower",2010,2,"ARI","2010ARI1"
"88234","Tim Hightower",2010,2,"ARI","2010ARI1"
"88235","Tim Hightower",2010,-3,"ARI","2010ARI1"
"88236","Tim Hightower",2010,-1,"ARI","2010ARI1"
"88237","Tim Hightower",2010,0,"ARI","2010ARI1"
"88238","Tim Hightower",2010,4,"ARI","2010ARI1"
"88239","Tim Hightower",2010,3,"ARI","2010ARI1"
"88240","Tim Hightower",2010,19,"ARI","2010ARI1"
"88241","Tim Hightower",2010,20,"ARI","2010ARI1"
"88242","Tim Hightower",2010,1,"ARI","2010ARI1"
"88243","Tim Hightower",2010,-2,"ARI","2010ARI1"
"88244","Tim Hightower",2010,4,"ARI","2010ARI1"
"88298","Tim Hightower",2010,1,"ARI","2010ARI10"
"88299","Tim Hightower",2010,3,"ARI","2010ARI10"
"88300","Tim Hightower",2010,2,"ARI","2010ARI10"
"88301","Tim Hightower",2010,3,"ARI","2010ARI10"
"88302","Tim Hightower",2010,1,"ARI","2010ARI10"
"88303","Tim Hightower",2010,2,"ARI","2010ARI10"
"88304","Tim Hightower",2010,11,"ARI","2010ARI10"
"88305","Tim Hightower",2010,3,"ARI","2010ARI10"
"88306","Tim Hightower",2010,2,"ARI","2010ARI10"
"88307","Tim Hightower",2010,0,"ARI","2010ARI10"
"88308","Tim Hightower",2010,5,"ARI","2010ARI10"
"88309","Tim Hightower",2010,4,"ARI","2010ARI10"
"88310","Tim Hightower",2010,2,"ARI","2010ARI10"
"95000","Beanie Wells",2010,5,"ARI","2010ARI11"
"95001","Beanie Wells",2010,6,"ARI","2010ARI11"
"95002","Beanie Wells",2010,3,"ARI","2010ARI11"
"95003","Beanie Wells",2010,1,"ARI","2010ARI11"
"95004","Beanie Wells",2010,12,"ARI","2010ARI11"
"95005","Beanie Wells",2010,6,"ARI","2010ARI11"
"95006","Beanie Wells",2010,6,"ARI","2010ARI11"
"95007","Beanie Wells",2010,0,"ARI","2010ARI11"
"88311","Tim Hightower",2010,0,"ARI","2010ARI11"
"88312","Tim Hightower",2010,16,"ARI","2010ARI11"
"88313","Tim Hightower",2010,3,"ARI","2010ARI11"
"88314","Tim Hightower",2010,0,"ARI","2010ARI11"
"88315","Tim Hightower",2010,7,"ARI","2010ARI11"
"88316","Tim Hightower",2010,10,"ARI","2010ARI11"
"88317","Tim Hightower",2010,16,"ARI","2010ARI11"
"88318","Tim Hightower",2010,1,"ARI","2010ARI11"
"88319","Tim Hightower",2010,4,"ARI","2010ARI11"
"88320","Tim Hightower",2010,2,"ARI","2010ARI11"
"88321","Tim Hightower",2010,1,"ARI","2010ARI11"
"88322","Tim Hightower",2010,2,"ARI","2010ARI11"
"95008","Beanie Wells",2010,2,"ARI","2010ARI12"
"95009","Beanie Wells",2010,5,"ARI","2010ARI12"
"95010","Beanie Wells",2010,8,"ARI","2010ARI12"
"95011","Beanie Wells",2010,-3,"ARI","2010ARI12"
"95012","Beanie Wells",2010,1,"ARI","2010ARI12"
"88323","Tim Hightower",2010,-1,"ARI","2010ARI12"
"88324","Tim Hightower",2010,2,"ARI","2010ARI12"
"88325","Tim Hightower",2010,-3,"ARI","2010ARI12"
"88326","Tim Hightower",2010,5,"ARI","2010ARI12"
"88327","Tim Hightower",2010,-3,"ARI","2010ARI12"
"95013","Beanie Wells",2010,4,"ARI","2010ARI13"
"95014","Beanie Wells",2010,16,"ARI","2010ARI13"
"95015","Beanie Wells",2010,4,"ARI","2010ARI13"
"88328","Tim Hightower",2010,20,"ARI","2010ARI13"
"88329","Tim Hightower",2010,1,"ARI","2010ARI13"
"88330","Tim Hightower",2010,-4,"ARI","2010ARI13"
"88331","Tim Hightower",2010,1,"ARI","2010ARI13"
"88332","Tim Hightower",2010,32,"ARI","2010ARI13"
"88333","Tim Hightower",2010,-1,"ARI","2010ARI13"
"88334","Tim Hightower",2010,23,"ARI","2010ARI13"
"88335","Tim Hightower",2010,0,"ARI","2010ARI13"
"88336","Tim Hightower",2010,-5,"ARI","2010ARI13"
"88337","Tim Hightower",2010,0,"ARI","2010ARI13"
"88338","Tim Hightower",2010,8,"ARI","2010ARI13"
"88339","Tim Hightower",2010,3,"ARI","2010ARI13"
"88340","Tim Hightower",2010,4,"ARI","2010ARI13"
"88341","Tim Hightower",2010,-1,"ARI","2010ARI13"
"88342","Tim Hightower",2010,0,"ARI","2010ARI13"
"95016","Beanie Wells",2010,5,"ARI","2010ARI14"
"95017","Beanie Wells",2010,2,"ARI","2010ARI14"
"95018","Beanie Wells",2010,6,"ARI","2010ARI14"
"95019","Beanie Wells",2010,2,"ARI","2010ARI14"
"95020","Beanie Wells",2010,-4,"ARI","2010ARI14"
"95021","Beanie Wells",2010,5,"ARI","2010ARI14"
"88343","Tim Hightower",2010,1,"ARI","2010ARI14"
"88344","Tim Hightower",2010,0,"ARI","2010ARI14"
"88345","Tim Hightower",2010,2,"ARI","2010ARI14"
"88346","Tim Hightower",2010,-1,"ARI","2010ARI14"
"88347","Tim Hightower",2010,11,"ARI","2010ARI14"
"88348","Tim Hightower",2010,9,"ARI","2010ARI14"
"88349","Tim Hightower",2010,2,"ARI","2010ARI14"
"88350","Tim Hightower",2010,5,"ARI","2010ARI14"
"88351","Tim Hightower",2010,2,"ARI","2010ARI14"
"88352","Tim Hightower",2010,9,"ARI","2010ARI14"
"88353","Tim Hightower",2010,8,"ARI","2010ARI14"
"88354","Tim Hightower",2010,3,"ARI","2010ARI14"
"88355","Tim Hightower",2010,41,"ARI","2010ARI14"
"88356","Tim Hightower",2010,7,"ARI","2010ARI14"
"88357","Tim Hightower",2010,8,"ARI","2010ARI14"
"88358","Tim Hightower",2010,4,"ARI","2010ARI14"
"88359","Tim Hightower",2010,2,"ARI","2010ARI14"
"88360","Tim Hightower",2010,35,"ARI","2010ARI14"
"95022","Beanie Wells",2010,2,"ARI","2010ARI15"
"95023","Beanie Wells",2010,7,"ARI","2010ARI15"
"95024","Beanie Wells",2010,0,"ARI","2010ARI15"
"95025","Beanie Wells",2010,5,"ARI","2010ARI15"
"95026","Beanie Wells",2010,-1,"ARI","2010ARI15"
"95027","Beanie Wells",2010,0,"ARI","2010ARI15"
"95028","Beanie Wells",2010,-1,"ARI","2010ARI15"
"95029","Beanie Wells",2010,-1,"ARI","2010ARI15"
"88361","Tim Hightower",2010,3,"ARI","2010ARI15"
"88362","Tim Hightower",2010,3,"ARI","2010ARI15"
"88363","Tim Hightower",2010,1,"ARI","2010ARI15"
"88364","Tim Hightower",2010,2,"ARI","2010ARI15"
"88365","Tim Hightower",2010,4,"ARI","2010ARI15"
"88366","Tim Hightower",2010,3,"ARI","2010ARI15"
"95030","Beanie Wells",2010,6,"ARI","2010ARI16"
"95031","Beanie Wells",2010,1,"ARI","2010ARI16"
"95032","Beanie Wells",2010,9,"ARI","2010ARI16"
"95033","Beanie Wells",2010,-1,"ARI","2010ARI16"
"95034","Beanie Wells",2010,5,"ARI","2010ARI16"
"95035","Beanie Wells",2010,3,"ARI","2010ARI16"
"95036","Beanie Wells",2010,3,"ARI","2010ARI16"
"95037","Beanie Wells",2010,8,"ARI","2010ARI16"
"95038","Beanie Wells",2010,10,"ARI","2010ARI16"
"95039","Beanie Wells",2010,3,"ARI","2010ARI16"
"95040","Beanie Wells",2010,0,"ARI","2010ARI16"
"93386","Jason Wright",2010,2,"ARI","2010ARI16"
"88367","Tim Hightower",2010,1,"ARI","2010ARI16"
"88368","Tim Hightower",2010,7,"ARI","2010ARI16"
"88369","Tim Hightower",2010,2,"ARI","2010ARI16"
"88370","Tim Hightower",2010,2,"ARI","2010ARI16"
"88371","Tim Hightower",2010,7,"ARI","2010ARI16"
"88372","Tim Hightower",2010,4,"ARI","2010ARI16"
"95041","Beanie Wells",2010,4,"ARI","2010ARI17"
"95042","Beanie Wells",2010,7,"ARI","2010ARI17"
"95043","Beanie Wells",2010,2,"ARI","2010ARI17"
"95044","Beanie Wells",2010,1,"ARI","2010ARI17"
"95045","Beanie Wells",2010,2,"ARI","2010ARI17"
"93387","Jason Wright",2010,10,"ARI","2010ARI17"
"93388","Jason Wright",2010,9,"ARI","2010ARI17"
"93389","Jason Wright",2010,4,"ARI","2010ARI17"
"88373","Tim Hightower",2010,3,"ARI","2010ARI17"
"88374","Tim Hightower",2010,2,"ARI","2010ARI17"
"88375","Tim Hightower",2010,4,"ARI","2010ARI17"
"88376","Tim Hightower",2010,-1,"ARI","2010ARI17"
"88377","Tim Hightower",2010,2,"ARI","2010ARI17"
"88378","Tim Hightower",2010,10,"ARI","2010ARI17"
"88379","Tim Hightower",2010,9,"ARI","2010ARI17"
"88380","Tim Hightower",2010,3,"ARI","2010ARI17"
"88381","Tim Hightower",2010,-3,"ARI","2010ARI17"
"88382","Tim Hightower",2010,0,"ARI","2010ARI17"
"88383","Tim Hightower",2010,3,"ARI","2010ARI17"
"88384","Tim Hightower",2010,-2,"ARI","2010ARI17"
"93384","Jason Wright",2010,4,"ARI","2010ARI2"
"93385","Jason Wright",2010,-1,"ARI","2010ARI2"
"88245","Tim Hightower",2010,1,"ARI","2010ARI2"
"88246","Tim Hightower",2010,3,"ARI","2010ARI2"
"88247","Tim Hightower",2010,2,"ARI","2010ARI2"
"88248","Tim Hightower",2010,1,"ARI","2010ARI2"
"88249","Tim Hightower",2010,80,"ARI","2010ARI2"
"88250","Tim Hightower",2010,4,"ARI","2010ARI2"
"88251","Tim Hightower",2010,3,"ARI","2010ARI2"
"88252","Tim Hightower",2010,1,"ARI","2010ARI2"
"88253","Tim Hightower",2010,14,"ARI","2010ARI2"
"88254","Tim Hightower",2010,4,"ARI","2010ARI2"
"88255","Tim Hightower",2010,2,"ARI","2010ARI2"
"94930","Beanie Wells",2010,24,"ARI","2010ARI3"
"94931","Beanie Wells",2010,0,"ARI","2010ARI3"
"94932","Beanie Wells",2010,1,"ARI","2010ARI3"
"94933","Beanie Wells",2010,-2,"ARI","2010ARI3"
"94934","Beanie Wells",2010,-1,"ARI","2010ARI3"
"94935","Beanie Wells",2010,12,"ARI","2010ARI3"
"94936","Beanie Wells",2010,6,"ARI","2010ARI3"
"94937","Beanie Wells",2010,1,"ARI","2010ARI3"
"94938","Beanie Wells",2010,12,"ARI","2010ARI3"
"94939","Beanie Wells",2010,1,"ARI","2010ARI3"
"94940","Beanie Wells",2010,5,"ARI","2010ARI3"
"94941","Beanie Wells",2010,9,"ARI","2010ARI3"
"94942","Beanie Wells",2010,0,"ARI","2010ARI3"
"94943","Beanie Wells",2010,7,"ARI","2010ARI3"
"88256","Tim Hightower",2010,5,"ARI","2010ARI3"
"88257","Tim Hightower",2010,0,"ARI","2010ARI3"
"88258","Tim Hightower",2010,2,"ARI","2010ARI3"
"88259","Tim Hightower",2010,1,"ARI","2010ARI3"
"88260","Tim Hightower",2010,13,"ARI","2010ARI3"
"88261","Tim Hightower",2010,-3,"ARI","2010ARI3"
"88262","Tim Hightower",2010,6,"ARI","2010ARI3"
"88263","Tim Hightower",2010,1,"ARI","2010ARI3"
"88264","Tim Hightower",2010,1,"ARI","2010ARI3"
"88265","Tim Hightower",2010,13,"ARI","2010ARI3"
"88266","Tim Hightower",2010,1,"ARI","2010ARI3"
"94944","Beanie Wells",2010,7,"ARI","2010ARI4"
"94945","Beanie Wells",2010,7,"ARI","2010ARI4"
"94946","Beanie Wells",2010,-2,"ARI","2010ARI4"
"94947","Beanie Wells",2010,4,"ARI","2010ARI4"
"94948","Beanie Wells",2010,3,"ARI","2010ARI4"
"88267","Tim Hightower",2010,5,"ARI","2010ARI4"
"88268","Tim Hightower",2010,4,"ARI","2010ARI4"
"88269","Tim Hightower",2010,7,"ARI","2010ARI4"
"88270","Tim Hightower",2010,2,"ARI","2010ARI4"
"88271","Tim Hightower",2010,1,"ARI","2010ARI4"
"88272","Tim Hightower",2010,4,"ARI","2010ARI4"
"88273","Tim Hightower",2010,1,"ARI","2010ARI4"
"94949","Beanie Wells",2010,-3,"ARI","2010ARI5"
"94950","Beanie Wells",2010,1,"ARI","2010ARI5"
"94951","Beanie Wells",2010,0,"ARI","2010ARI5"
"94952","Beanie Wells",2010,2,"ARI","2010ARI5"
"94953","Beanie Wells",2010,5,"ARI","2010ARI5"
"94954","Beanie Wells",2010,0,"ARI","2010ARI5"
"94955","Beanie Wells",2010,2,"ARI","2010ARI5"
"94956","Beanie Wells",2010,4,"ARI","2010ARI5"
"94957","Beanie Wells",2010,1,"ARI","2010ARI5"
"94958","Beanie Wells",2010,1,"ARI","2010ARI5"
"94959","Beanie Wells",2010,5,"ARI","2010ARI5"
"94960","Beanie Wells",2010,0,"ARI","2010ARI5"
"94961","Beanie Wells",2010,3,"ARI","2010ARI5"
"94962","Beanie Wells",2010,2,"ARI","2010ARI5"
"94963","Beanie Wells",2010,0,"ARI","2010ARI5"
"94964","Beanie Wells",2010,7,"ARI","2010ARI5"
"94965","Beanie Wells",2010,2,"ARI","2010ARI5"
"94966","Beanie Wells",2010,1,"ARI","2010ARI5"
"94967","Beanie Wells",2010,2,"ARI","2010ARI5"
"94968","Beanie Wells",2010,0,"ARI","2010ARI5"
"88274","Tim Hightower",2010,2,"ARI","2010ARI5"
"88275","Tim Hightower",2010,1,"ARI","2010ARI5"
"88276","Tim Hightower",2010,3,"ARI","2010ARI5"
"88277","Tim Hightower",2010,0,"ARI","2010ARI5"
"94969","Beanie Wells",2010,2,"ARI","2010ARI7"
"94970","Beanie Wells",2010,2,"ARI","2010ARI7"
"94971","Beanie Wells",2010,2,"ARI","2010ARI7"
"94972","Beanie Wells",2010,6,"ARI","2010ARI7"
"94973","Beanie Wells",2010,7,"ARI","2010ARI7"
"94974","Beanie Wells",2010,4,"ARI","2010ARI7"
"94975","Beanie Wells",2010,1,"ARI","2010ARI7"
"94976","Beanie Wells",2010,0,"ARI","2010ARI7"
"94977","Beanie Wells",2010,2,"ARI","2010ARI7"
"94978","Beanie Wells",2010,10,"ARI","2010ARI7"
"94979","Beanie Wells",2010,6,"ARI","2010ARI7"
"94980","Beanie Wells",2010,8,"ARI","2010ARI7"
"94981","Beanie Wells",2010,2,"ARI","2010ARI7"
"94982","Beanie Wells",2010,2,"ARI","2010ARI7"
"88278","Tim Hightower",2010,9,"ARI","2010ARI7"
"88279","Tim Hightower",2010,5,"ARI","2010ARI7"
"88280","Tim Hightower",2010,1,"ARI","2010ARI7"
"88281","Tim Hightower",2010,7,"ARI","2010ARI7"
"88282","Tim Hightower",2010,24,"ARI","2010ARI7"
"88283","Tim Hightower",2010,13,"ARI","2010ARI7"
"94983","Beanie Wells",2010,14,"ARI","2010ARI8"
"94984","Beanie Wells",2010,4,"ARI","2010ARI8"
"94985","Beanie Wells",2010,3,"ARI","2010ARI8"
"94986","Beanie Wells",2010,2,"ARI","2010ARI8"
"94987","Beanie Wells",2010,1,"ARI","2010ARI8"
"94988","Beanie Wells",2010,3,"ARI","2010ARI8"
"94989","Beanie Wells",2010,-1,"ARI","2010ARI8"
"94990","Beanie Wells",2010,3,"ARI","2010ARI8"
"94991","Beanie Wells",2010,2,"ARI","2010ARI8"
"94992","Beanie Wells",2010,1,"ARI","2010ARI8"
"94993","Beanie Wells",2010,-1,"ARI","2010ARI8"
"94994","Beanie Wells",2010,11,"ARI","2010ARI8"
"94995","Beanie Wells",2010,4,"ARI","2010ARI8"
"94996","Beanie Wells",2010,2,"ARI","2010ARI8"
"94997","Beanie Wells",2010,1,"ARI","2010ARI8"
"94998","Beanie Wells",2010,1,"ARI","2010ARI8"
"88284","Tim Hightower",2010,0,"ARI","2010ARI8"
"94999","Beanie Wells",2010,-2,"ARI","2010ARI9"
"88285","Tim Hightower",2010,6,"ARI","2010ARI9"
"88286","Tim Hightower",2010,1,"ARI","2010ARI9"
"88287","Tim Hightower",2010,-1,"ARI","2010ARI9"
"88288","Tim Hightower",2010,6,"ARI","2010ARI9"
"88289","Tim Hightower",2010,1,"ARI","2010ARI9"
"88290","Tim Hightower",2010,-1,"ARI","2010ARI9"
"88291","Tim Hightower",2010,6,"ARI","2010ARI9"
"88292","Tim Hightower",2010,6,"ARI","2010ARI9"
"88293","Tim Hightower",2010,11,"ARI","2010ARI9"
"88294","Tim Hightower",2010,3,"ARI","2010ARI9"
"88295","Tim Hightower",2010,1,"ARI","2010ARI9"
"88296","Tim Hightower",2010,1,"ARI","2010ARI9"
"88297","Tim Hightower",2010,-1,"ARI","2010ARI9"
"89503","Jason Snelling",2010,1,"ATL","2010ATL1"
"89504","Jason Snelling",2010,3,"ATL","2010ATL1"
"89670","Jerious Norwood",2010,6,"ATL","2010ATL1"
"89671","Jerious Norwood",2010,2,"ATL","2010ATL1"
"89166","Michael Turner",2010,2,"ATL","2010ATL1"
"89167","Michael Turner",2010,3,"ATL","2010ATL1"
"89168","Michael Turner",2010,4,"ATL","2010ATL1"
"89169","Michael Turner",2010,-2,"ATL","2010ATL1"
"89170","Michael Turner",2010,3,"ATL","2010ATL1"
"89171","Michael Turner",2010,1,"ATL","2010ATL1"
"89172","Michael Turner",2010,-2,"ATL","2010ATL1"
"89173","Michael Turner",2010,5,"ATL","2010ATL1"
"89174","Michael Turner",2010,5,"ATL","2010ATL1"
"89175","Michael Turner",2010,7,"ATL","2010ATL1"
"89176","Michael Turner",2010,2,"ATL","2010ATL1"
"89177","Michael Turner",2010,-1,"ATL","2010ATL1"
"89178","Michael Turner",2010,6,"ATL","2010ATL1"
"89179","Michael Turner",2010,2,"ATL","2010ATL1"
"89180","Michael Turner",2010,1,"ATL","2010ATL1"
"89181","Michael Turner",2010,3,"ATL","2010ATL1"
"89182","Michael Turner",2010,-3,"ATL","2010ATL1"
"89183","Michael Turner",2010,3,"ATL","2010ATL1"
"89184","Michael Turner",2010,3,"ATL","2010ATL1"
"89570","Jason Snelling",2010,3,"ATL","2010ATL10"
"89571","Jason Snelling",2010,5,"ATL","2010ATL10"
"89572","Jason Snelling",2010,3,"ATL","2010ATL10"
"89324","Michael Turner",2010,0,"ATL","2010ATL10"
"89325","Michael Turner",2010,0,"ATL","2010ATL10"
"89326","Michael Turner",2010,3,"ATL","2010ATL10"
"89327","Michael Turner",2010,4,"ATL","2010ATL10"
"89328","Michael Turner",2010,4,"ATL","2010ATL10"
"89329","Michael Turner",2010,1,"ATL","2010ATL10"
"89330","Michael Turner",2010,2,"ATL","2010ATL10"
"89331","Michael Turner",2010,0,"ATL","2010ATL10"
"89332","Michael Turner",2010,3,"ATL","2010ATL10"
"89333","Michael Turner",2010,2,"ATL","2010ATL10"
"89334","Michael Turner",2010,8,"ATL","2010ATL10"
"89335","Michael Turner",2010,1,"ATL","2010ATL10"
"89336","Michael Turner",2010,1,"ATL","2010ATL10"
"89337","Michael Turner",2010,3,"ATL","2010ATL10"
"89338","Michael Turner",2010,3,"ATL","2010ATL10"
"89339","Michael Turner",2010,1,"ATL","2010ATL10"
"89340","Michael Turner",2010,3,"ATL","2010ATL10"
"93400","Ovie Mughelli",2010,2,"ATL","2010ATL10"
"93401","Ovie Mughelli",2010,3,"ATL","2010ATL10"
"95966","Antone Smith",2010,-3,"ATL","2010ATL11"
"89573","Jason Snelling",2010,2,"ATL","2010ATL11"
"89341","Michael Turner",2010,2,"ATL","2010ATL11"
"89342","Michael Turner",2010,2,"ATL","2010ATL11"
"89343","Michael Turner",2010,8,"ATL","2010ATL11"
"89344","Michael Turner",2010,1,"ATL","2010ATL11"
"89345","Michael Turner",2010,2,"ATL","2010ATL11"
"89346","Michael Turner",2010,2,"ATL","2010ATL11"
"89347","Michael Turner",2010,6,"ATL","2010ATL11"
"89348","Michael Turner",2010,5,"ATL","2010ATL11"
"89349","Michael Turner",2010,4,"ATL","2010ATL11"
"89350","Michael Turner",2010,2,"ATL","2010ATL11"
"89351","Michael Turner",2010,4,"ATL","2010ATL11"
"89352","Michael Turner",2010,1,"ATL","2010ATL11"
"89353","Michael Turner",2010,9,"ATL","2010ATL11"
"89354","Michael Turner",2010,2,"ATL","2010ATL11"
"89355","Michael Turner",2010,4,"ATL","2010ATL11"
"89356","Michael Turner",2010,12,"ATL","2010ATL11"
"89357","Michael Turner",2010,4,"ATL","2010ATL11"
"89358","Michael Turner",2010,2,"ATL","2010ATL11"
"89359","Michael Turner",2010,1,"ATL","2010ATL11"
"89360","Michael Turner",2010,1,"ATL","2010ATL11"
"89361","Michael Turner",2010,0,"ATL","2010ATL11"
"89362","Michael Turner",2010,4,"ATL","2010ATL11"
"89363","Michael Turner",2010,3,"ATL","2010ATL11"
"89364","Michael Turner",2010,2,"ATL","2010ATL11"
"89365","Michael Turner",2010,3,"ATL","2010ATL11"
"89366","Michael Turner",2010,0,"ATL","2010ATL11"
"89367","Michael Turner",2010,6,"ATL","2010ATL11"
"89368","Michael Turner",2010,39,"ATL","2010ATL11"
"89574","Jason Snelling",2010,2,"ATL","2010ATL12"
"89575","Jason Snelling",2010,-1,"ATL","2010ATL12"
"89576","Jason Snelling",2010,6,"ATL","2010ATL12"
"89577","Jason Snelling",2010,0,"ATL","2010ATL12"
"89369","Michael Turner",2010,3,"ATL","2010ATL12"
"89370","Michael Turner",2010,14,"ATL","2010ATL12"
"89371","Michael Turner",2010,3,"ATL","2010ATL12"
"89372","Michael Turner",2010,4,"ATL","2010ATL12"
"89373","Michael Turner",2010,1,"ATL","2010ATL12"
"89374","Michael Turner",2010,6,"ATL","2010ATL12"
"89375","Michael Turner",2010,0,"ATL","2010ATL12"
"89376","Michael Turner",2010,7,"ATL","2010ATL12"
"89377","Michael Turner",2010,6,"ATL","2010ATL12"
"89378","Michael Turner",2010,6,"ATL","2010ATL12"
"89379","Michael Turner",2010,4,"ATL","2010ATL12"
"89380","Michael Turner",2010,-1,"ATL","2010ATL12"
"89381","Michael Turner",2010,2,"ATL","2010ATL12"
"89382","Michael Turner",2010,15,"ATL","2010ATL12"
"89383","Michael Turner",2010,4,"ATL","2010ATL12"
"89384","Michael Turner",2010,-2,"ATL","2010ATL12"
"89385","Michael Turner",2010,1,"ATL","2010ATL12"
"89386","Michael Turner",2010,26,"ATL","2010ATL12"
"89387","Michael Turner",2010,5,"ATL","2010ATL12"
"89388","Michael Turner",2010,0,"ATL","2010ATL12"
"89389","Michael Turner",2010,1,"ATL","2010ATL12"
"89390","Michael Turner",2010,3,"ATL","2010ATL12"
"89391","Michael Turner",2010,2,"ATL","2010ATL12"
"89392","Michael Turner",2010,5,"ATL","2010ATL13"
"89393","Michael Turner",2010,1,"ATL","2010ATL13"
"89394","Michael Turner",2010,8,"ATL","2010ATL13"
"89395","Michael Turner",2010,10,"ATL","2010ATL13"
"89396","Michael Turner",2010,7,"ATL","2010ATL13"
"89397","Michael Turner",2010,10,"ATL","2010ATL13"
"89398","Michael Turner",2010,-1,"ATL","2010ATL13"
"89399","Michael Turner",2010,5,"ATL","2010ATL13"
"89400","Michael Turner",2010,3,"ATL","2010ATL13"
"89401","Michael Turner",2010,-1,"ATL","2010ATL13"
"89402","Michael Turner",2010,-1,"ATL","2010ATL13"
"89403","Michael Turner",2010,3,"ATL","2010ATL13"
"89404","Michael Turner",2010,2,"ATL","2010ATL13"
"89405","Michael Turner",2010,4,"ATL","2010ATL13"
"89406","Michael Turner",2010,1,"ATL","2010ATL13"
"89407","Michael Turner",2010,9,"ATL","2010ATL13"
"89408","Michael Turner",2010,0,"ATL","2010ATL13"
"89409","Michael Turner",2010,-1,"ATL","2010ATL13"
"89410","Michael Turner",2010,6,"ATL","2010ATL13"
"89411","Michael Turner",2010,3,"ATL","2010ATL13"
"89412","Michael Turner",2010,2,"ATL","2010ATL13"
"89413","Michael Turner",2010,0,"ATL","2010ATL13"
"89414","Michael Turner",2010,2,"ATL","2010ATL13"
"89415","Michael Turner",2010,11,"ATL","2010ATL13"
"95669","Gartrell Johnson",2010,3,"ATL","2010ATL14"
"95670","Gartrell Johnson",2010,4,"ATL","2010ATL14"
"95671","Gartrell Johnson",2010,-1,"ATL","2010ATL14"
"95672","Gartrell Johnson",2010,1,"ATL","2010ATL14"
"95673","Gartrell Johnson",2010,2,"ATL","2010ATL14"
"95674","Gartrell Johnson",2010,-1,"ATL","2010ATL14"
"89416","Michael Turner",2010,16,"ATL","2010ATL14"
"89417","Michael Turner",2010,1,"ATL","2010ATL14"
"89418","Michael Turner",2010,10,"ATL","2010ATL14"
"89419","Michael Turner",2010,8,"ATL","2010ATL14"
"89420","Michael Turner",2010,0,"ATL","2010ATL14"
"89421","Michael Turner",2010,1,"ATL","2010ATL14"
"89422","Michael Turner",2010,2,"ATL","2010ATL14"
"89423","Michael Turner",2010,2,"ATL","2010ATL14"
"89424","Michael Turner",2010,1,"ATL","2010ATL14"
"89425","Michael Turner",2010,8,"ATL","2010ATL14"
"89426","Michael Turner",2010,2,"ATL","2010ATL14"
"89427","Michael Turner",2010,4,"ATL","2010ATL14"
"89428","Michael Turner",2010,4,"ATL","2010ATL14"
"89429","Michael Turner",2010,0,"ATL","2010ATL14"
"89430","Michael Turner",2010,3,"ATL","2010ATL14"
"89431","Michael Turner",2010,12,"ATL","2010ATL14"
"89432","Michael Turner",2010,-1,"ATL","2010ATL14"
"89433","Michael Turner",2010,1,"ATL","2010ATL14"
"89434","Michael Turner",2010,0,"ATL","2010ATL14"
"89435","Michael Turner",2010,3,"ATL","2010ATL14"
"89436","Michael Turner",2010,14,"ATL","2010ATL14"
"89437","Michael Turner",2010,4,"ATL","2010ATL14"
"89438","Michael Turner",2010,0,"ATL","2010ATL14"
"89439","Michael Turner",2010,3,"ATL","2010ATL14"
"89440","Michael Turner",2010,5,"ATL","2010ATL14"
"89441","Michael Turner",2010,5,"ATL","2010ATL14"
"89442","Michael Turner",2010,0,"ATL","2010ATL14"
"89443","Michael Turner",2010,4,"ATL","2010ATL14"
"93402","Ovie Mughelli",2010,3,"ATL","2010ATL14"
"95675","Gartrell Johnson",2010,4,"ATL","2010ATL15"
"89578","Jason Snelling",2010,4,"ATL","2010ATL15"
"89579","Jason Snelling",2010,1,"ATL","2010ATL15"
"89580","Jason Snelling",2010,0,"ATL","2010ATL15"
"89581","Jason Snelling",2010,1,"ATL","2010ATL15"
"89444","Michael Turner",2010,3,"ATL","2010ATL15"
"89445","Michael Turner",2010,1,"ATL","2010ATL15"
"89446","Michael Turner",2010,3,"ATL","2010ATL15"
"89447","Michael Turner",2010,2,"ATL","2010ATL15"
"89448","Michael Turner",2010,4,"ATL","2010ATL15"
"89449","Michael Turner",2010,1,"ATL","2010ATL15"
"89450","Michael Turner",2010,0,"ATL","2010ATL15"
"89451","Michael Turner",2010,4,"ATL","2010ATL15"
"89452","Michael Turner",2010,3,"ATL","2010ATL15"
"89453","Michael Turner",2010,-2,"ATL","2010ATL15"
"89454","Michael Turner",2010,3,"ATL","2010ATL15"
"89455","Michael Turner",2010,8,"ATL","2010ATL15"
"89456","Michael Turner",2010,4,"ATL","2010ATL15"
"89457","Michael Turner",2010,8,"ATL","2010ATL15"
"89458","Michael Turner",2010,-2,"ATL","2010ATL15"
"89459","Michael Turner",2010,15,"ATL","2010ATL15"
"89460","Michael Turner",2010,2,"ATL","2010ATL15"
"89461","Michael Turner",2010,-1,"ATL","2010ATL15"
"89462","Michael Turner",2010,4,"ATL","2010ATL15"
"89463","Michael Turner",2010,1,"ATL","2010ATL15"
"89464","Michael Turner",2010,0,"ATL","2010ATL15"
"89465","Michael Turner",2010,5,"ATL","2010ATL15"
"89466","Michael Turner",2010,13,"ATL","2010ATL15"
"89467","Michael Turner",2010,1,"ATL","2010ATL15"
"89468","Michael Turner",2010,2,"ATL","2010ATL15"
"89582","Jason Snelling",2010,1,"ATL","2010ATL16"
"89469","Michael Turner",2010,0,"ATL","2010ATL16"
"89470","Michael Turner",2010,6,"ATL","2010ATL16"
