"full_name","year","rushing_yds","pos_team","yearteamweek"
"41492","C.J. Spiller",2013,7,"BUF","2013BUF2"
"41493","C.J. Spiller",2013,-1,"BUF","2013BUF2"
"41494","C.J. Spiller",2013,9,"BUF","2013BUF2"
"41495","C.J. Spiller",2013,46,"BUF","2013BUF2"
"41829","Fred Jackson",2013,5,"BUF","2013BUF2"
"41830","Fred Jackson",2013,5,"BUF","2013BUF2"
"41831","Fred Jackson",2013,-4,"BUF","2013BUF2"
"41832","Fred Jackson",2013,5,"BUF","2013BUF2"
"41833","Fred Jackson",2013,1,"BUF","2013BUF2"
"41834","Fred Jackson",2013,4,"BUF","2013BUF2"
"41835","Fred Jackson",2013,2,"BUF","2013BUF2"
"41836","Fred Jackson",2013,3,"BUF","2013BUF2"
"41837","Fred Jackson",2013,3,"BUF","2013BUF2"
"41838","Fred Jackson",2013,2,"BUF","2013BUF2"
"41839","Fred Jackson",2013,4,"BUF","2013BUF2"
"41840","Fred Jackson",2013,0,"BUF","2013BUF2"
"41496","C.J. Spiller",2013,4,"BUF","2013BUF3"
"41497","C.J. Spiller",2013,6,"BUF","2013BUF3"
"41498","C.J. Spiller",2013,-2,"BUF","2013BUF3"
"41499","C.J. Spiller",2013,-3,"BUF","2013BUF3"
"41500","C.J. Spiller",2013,2,"BUF","2013BUF3"
"41501","C.J. Spiller",2013,0,"BUF","2013BUF3"
"41502","C.J. Spiller",2013,1,"BUF","2013BUF3"
"41503","C.J. Spiller",2013,2,"BUF","2013BUF3"
"41504","C.J. Spiller",2013,-1,"BUF","2013BUF3"
"41505","C.J. Spiller",2013,0,"BUF","2013BUF3"
"41841","Fred Jackson",2013,59,"BUF","2013BUF3"
"41842","Fred Jackson",2013,8,"BUF","2013BUF3"
"41843","Fred Jackson",2013,2,"BUF","2013BUF3"
"41844","Fred Jackson",2013,-1,"BUF","2013BUF3"
"41845","Fred Jackson",2013,-1,"BUF","2013BUF3"
"41846","Fred Jackson",2013,4,"BUF","2013BUF3"
"41847","Fred Jackson",2013,1,"BUF","2013BUF3"
"52657","Tashard Choice",2013,3,"BUF","2013BUF3"
"52658","Tashard Choice",2013,-4,"BUF","2013BUF3"
"41506","C.J. Spiller",2013,10,"BUF","2013BUF4"
"41507","C.J. Spiller",2013,5,"BUF","2013BUF4"
"41508","C.J. Spiller",2013,3,"BUF","2013BUF4"
"41509","C.J. Spiller",2013,6,"BUF","2013BUF4"
"41510","C.J. Spiller",2013,1,"BUF","2013BUF4"
"41511","C.J. Spiller",2013,2,"BUF","2013BUF4"
"41512","C.J. Spiller",2013,5,"BUF","2013BUF4"
"41513","C.J. Spiller",2013,-2,"BUF","2013BUF4"
"41514","C.J. Spiller",2013,4,"BUF","2013BUF4"
"41515","C.J. Spiller",2013,0,"BUF","2013BUF4"
"41516","C.J. Spiller",2013,6,"BUF","2013BUF4"
"41517","C.J. Spiller",2013,8,"BUF","2013BUF4"
"41518","C.J. Spiller",2013,-2,"BUF","2013BUF4"
"41519","C.J. Spiller",2013,4,"BUF","2013BUF4"
"41520","C.J. Spiller",2013,2,"BUF","2013BUF4"
"41521","C.J. Spiller",2013,6,"BUF","2013BUF4"
"41522","C.J. Spiller",2013,3,"BUF","2013BUF4"
"41523","C.J. Spiller",2013,1,"BUF","2013BUF4"
"41524","C.J. Spiller",2013,1,"BUF","2013BUF4"
"41525","C.J. Spiller",2013,2,"BUF","2013BUF4"
"41526","C.J. Spiller",2013,0,"BUF","2013BUF4"
"41527","C.J. Spiller",2013,10,"BUF","2013BUF4"
"41528","C.J. Spiller",2013,2,"BUF","2013BUF4"
"41848","Fred Jackson",2013,1,"BUF","2013BUF4"
"41849","Fred Jackson",2013,8,"BUF","2013BUF4"
"41850","Fred Jackson",2013,6,"BUF","2013BUF4"
"41851","Fred Jackson",2013,16,"BUF","2013BUF4"
"41852","Fred Jackson",2013,0,"BUF","2013BUF4"
"41853","Fred Jackson",2013,5,"BUF","2013BUF4"
"41854","Fred Jackson",2013,8,"BUF","2013BUF4"
"41855","Fred Jackson",2013,5,"BUF","2013BUF4"
"41856","Fred Jackson",2013,5,"BUF","2013BUF4"
"41857","Fred Jackson",2013,10,"BUF","2013BUF4"
"41858","Fred Jackson",2013,4,"BUF","2013BUF4"
"41859","Fred Jackson",2013,9,"BUF","2013BUF4"
"41860","Fred Jackson",2013,3,"BUF","2013BUF4"
"41861","Fred Jackson",2013,1,"BUF","2013BUF4"
"41862","Fred Jackson",2013,2,"BUF","2013BUF4"
"41863","Fred Jackson",2013,4,"BUF","2013BUF4"
"52659","Tashard Choice",2013,7,"BUF","2013BUF4"
"52660","Tashard Choice",2013,4,"BUF","2013BUF4"
"52661","Tashard Choice",2013,0,"BUF","2013BUF4"
"41529","C.J. Spiller",2013,0,"BUF","2013BUF5"
"41530","C.J. Spiller",2013,3,"BUF","2013BUF5"
"41531","C.J. Spiller",2013,2,"BUF","2013BUF5"
"41532","C.J. Spiller",2013,54,"BUF","2013BUF5"
"41533","C.J. Spiller",2013,3,"BUF","2013BUF5"
"41534","C.J. Spiller",2013,2,"BUF","2013BUF5"
"41535","C.J. Spiller",2013,0,"BUF","2013BUF5"
"41536","C.J. Spiller",2013,2,"BUF","2013BUF5"
"41864","Fred Jackson",2013,2,"BUF","2013BUF5"
"41865","Fred Jackson",2013,1,"BUF","2013BUF5"
"41866","Fred Jackson",2013,4,"BUF","2013BUF5"
"41867","Fred Jackson",2013,11,"BUF","2013BUF5"
"41868","Fred Jackson",2013,2,"BUF","2013BUF5"
"41869","Fred Jackson",2013,0,"BUF","2013BUF5"
"41870","Fred Jackson",2013,4,"BUF","2013BUF5"
"41871","Fred Jackson",2013,3,"BUF","2013BUF5"
"41872","Fred Jackson",2013,2,"BUF","2013BUF5"
"41873","Fred Jackson",2013,5,"BUF","2013BUF5"
"41874","Fred Jackson",2013,9,"BUF","2013BUF5"
"41875","Fred Jackson",2013,-1,"BUF","2013BUF5"
"41876","Fred Jackson",2013,2,"BUF","2013BUF5"
"41877","Fred Jackson",2013,5,"BUF","2013BUF5"
"41878","Fred Jackson",2013,1,"BUF","2013BUF5"
"41879","Fred Jackson",2013,0,"BUF","2013BUF5"
"41880","Fred Jackson",2013,3,"BUF","2013BUF5"
"52662","Tashard Choice",2013,5,"BUF","2013BUF5"
"52663","Tashard Choice",2013,6,"BUF","2013BUF5"
"52664","Tashard Choice",2013,6,"BUF","2013BUF5"
"52665","Tashard Choice",2013,4,"BUF","2013BUF5"
"52666","Tashard Choice",2013,1,"BUF","2013BUF5"
"41537","C.J. Spiller",2013,10,"BUF","2013BUF6"
"41538","C.J. Spiller",2013,9,"BUF","2013BUF6"
"41539","C.J. Spiller",2013,2,"BUF","2013BUF6"
"41540","C.J. Spiller",2013,7,"BUF","2013BUF6"
"41541","C.J. Spiller",2013,1,"BUF","2013BUF6"
"41542","C.J. Spiller",2013,19,"BUF","2013BUF6"
"41543","C.J. Spiller",2013,-1,"BUF","2013BUF6"
"41544","C.J. Spiller",2013,1,"BUF","2013BUF6"
"41545","C.J. Spiller",2013,3,"BUF","2013BUF6"
"41546","C.J. Spiller",2013,4,"BUF","2013BUF6"
"41881","Fred Jackson",2013,8,"BUF","2013BUF6"
"41882","Fred Jackson",2013,-2,"BUF","2013BUF6"
"41883","Fred Jackson",2013,11,"BUF","2013BUF6"
"41884","Fred Jackson",2013,1,"BUF","2013BUF6"
"41885","Fred Jackson",2013,0,"BUF","2013BUF6"
"41886","Fred Jackson",2013,0,"BUF","2013BUF6"
"41887","Fred Jackson",2013,2,"BUF","2013BUF6"
"41888","Fred Jackson",2013,4,"BUF","2013BUF6"
"41889","Fred Jackson",2013,1,"BUF","2013BUF6"
"41890","Fred Jackson",2013,10,"BUF","2013BUF6"
"52667","Tashard Choice",2013,3,"BUF","2013BUF6"
"52668","Tashard Choice",2013,4,"BUF","2013BUF6"
"52669","Tashard Choice",2013,13,"BUF","2013BUF6"
"52670","Tashard Choice",2013,4,"BUF","2013BUF6"
"41547","C.J. Spiller",2013,1,"BUF","2013BUF7"
"41548","C.J. Spiller",2013,11,"BUF","2013BUF7"
"41549","C.J. Spiller",2013,-5,"BUF","2013BUF7"
"41550","C.J. Spiller",2013,2,"BUF","2013BUF7"
"41551","C.J. Spiller",2013,1,"BUF","2013BUF7"
"41552","C.J. Spiller",2013,1,"BUF","2013BUF7"
"53600","Frank Summers",2013,16,"BUF","2013BUF7"
"53601","Frank Summers",2013,-2,"BUF","2013BUF7"
"41891","Fred Jackson",2013,3,"BUF","2013BUF7"
"41892","Fred Jackson",2013,1,"BUF","2013BUF7"
"41893","Fred Jackson",2013,4,"BUF","2013BUF7"
"41894","Fred Jackson",2013,-1,"BUF","2013BUF7"
"41895","Fred Jackson",2013,6,"BUF","2013BUF7"
"41896","Fred Jackson",2013,3,"BUF","2013BUF7"
"41897","Fred Jackson",2013,0,"BUF","2013BUF7"
"41898","Fred Jackson",2013,4,"BUF","2013BUF7"
"41899","Fred Jackson",2013,1,"BUF","2013BUF7"
"41900","Fred Jackson",2013,5,"BUF","2013BUF7"
"41901","Fred Jackson",2013,10,"BUF","2013BUF7"
"52671","Tashard Choice",2013,3,"BUF","2013BUF7"
"52672","Tashard Choice",2013,3,"BUF","2013BUF7"
"52673","Tashard Choice",2013,5,"BUF","2013BUF7"
"52674","Tashard Choice",2013,5,"BUF","2013BUF7"
"52675","Tashard Choice",2013,2,"BUF","2013BUF7"
"52676","Tashard Choice",2013,-2,"BUF","2013BUF7"
"53602","Frank Summers",2013,3,"BUF","2013BUF8"
"41902","Fred Jackson",2013,15,"BUF","2013BUF8"
"41903","Fred Jackson",2013,5,"BUF","2013BUF8"
"41904","Fred Jackson",2013,3,"BUF","2013BUF8"
"41905","Fred Jackson",2013,14,"BUF","2013BUF8"
"41906","Fred Jackson",2013,5,"BUF","2013BUF8"
"41907","Fred Jackson",2013,0,"BUF","2013BUF8"
"41908","Fred Jackson",2013,2,"BUF","2013BUF8"
"41909","Fred Jackson",2013,-1,"BUF","2013BUF8"
"41910","Fred Jackson",2013,-3,"BUF","2013BUF8"
"41911","Fred Jackson",2013,-2,"BUF","2013BUF8"
"41912","Fred Jackson",2013,0,"BUF","2013BUF8"
"41913","Fred Jackson",2013,3,"BUF","2013BUF8"
"41914","Fred Jackson",2013,2,"BUF","2013BUF8"
"41915","Fred Jackson",2013,1,"BUF","2013BUF8"
"41916","Fred Jackson",2013,1,"BUF","2013BUF8"
"52677","Tashard Choice",2013,-3,"BUF","2013BUF8"
"52678","Tashard Choice",2013,20,"BUF","2013BUF8"
"52679","Tashard Choice",2013,5,"BUF","2013BUF8"
"52680","Tashard Choice",2013,2,"BUF","2013BUF8"
"52681","Tashard Choice",2013,5,"BUF","2013BUF8"
"52682","Tashard Choice",2013,2,"BUF","2013BUF8"
"52683","Tashard Choice",2013,4,"BUF","2013BUF8"
"41553","C.J. Spiller",2013,2,"BUF","2013BUF9"
"41554","C.J. Spiller",2013,8,"BUF","2013BUF9"
"41555","C.J. Spiller",2013,-1,"BUF","2013BUF9"
"41556","C.J. Spiller",2013,5,"BUF","2013BUF9"
"41557","C.J. Spiller",2013,3,"BUF","2013BUF9"
"41558","C.J. Spiller",2013,29,"BUF","2013BUF9"
"41559","C.J. Spiller",2013,2,"BUF","2013BUF9"
"41560","C.J. Spiller",2013,61,"BUF","2013BUF9"
"41561","C.J. Spiller",2013,9,"BUF","2013BUF9"
"41562","C.J. Spiller",2013,0,"BUF","2013BUF9"
"41563","C.J. Spiller",2013,0,"BUF","2013BUF9"
"41564","C.J. Spiller",2013,-2,"BUF","2013BUF9"
"53603","Frank Summers",2013,4,"BUF","2013BUF9"
"41917","Fred Jackson",2013,3,"BUF","2013BUF9"
"41918","Fred Jackson",2013,8,"BUF","2013BUF9"
"41919","Fred Jackson",2013,1,"BUF","2013BUF9"
"41920","Fred Jackson",2013,1,"BUF","2013BUF9"
"41921","Fred Jackson",2013,8,"BUF","2013BUF9"
"41922","Fred Jackson",2013,2,"BUF","2013BUF9"
"41923","Fred Jackson",2013,8,"BUF","2013BUF9"
"41924","Fred Jackson",2013,0,"BUF","2013BUF9"
"41925","Fred Jackson",2013,0,"BUF","2013BUF9"
"41926","Fred Jackson",2013,7,"BUF","2013BUF9"
"41927","Fred Jackson",2013,3,"BUF","2013BUF9"
"41928","Fred Jackson",2013,15,"BUF","2013BUF9"
"41929","Fred Jackson",2013,3,"BUF","2013BUF9"
"41930","Fred Jackson",2013,-1,"BUF","2013BUF9"
"41931","Fred Jackson",2013,13,"BUF","2013BUF9"
"41932","Fred Jackson",2013,6,"BUF","2013BUF9"
"52684","Tashard Choice",2013,2,"BUF","2013BUF9"
"52685","Tashard Choice",2013,2,"BUF","2013BUF9"
"52686","Tashard Choice",2013,3,"BUF","2013BUF9"
"52687","Tashard Choice",2013,2,"BUF","2013BUF9"
"52688","Tashard Choice",2013,8,"BUF","2013BUF9"
"42157","DeAngelo Williams",2013,5,"CAR","2013CAR1"
"42158","DeAngelo Williams",2013,5,"CAR","2013CAR1"
"42159","DeAngelo Williams",2013,6,"CAR","2013CAR1"
"42160","DeAngelo Williams",2013,4,"CAR","2013CAR1"
"42161","DeAngelo Williams",2013,2,"CAR","2013CAR1"
"42162","DeAngelo Williams",2013,2,"CAR","2013CAR1"
"42163","DeAngelo Williams",2013,12,"CAR","2013CAR1"
"42164","DeAngelo Williams",2013,3,"CAR","2013CAR1"
"42165","DeAngelo Williams",2013,3,"CAR","2013CAR1"
"42166","DeAngelo Williams",2013,2,"CAR","2013CAR1"
"42167","DeAngelo Williams",2013,1,"CAR","2013CAR1"
"42168","DeAngelo Williams",2013,0,"CAR","2013CAR1"
"42169","DeAngelo Williams",2013,3,"CAR","2013CAR1"
"42170","DeAngelo Williams",2013,4,"CAR","2013CAR1"
"42171","DeAngelo Williams",2013,8,"CAR","2013CAR1"
"42172","DeAngelo Williams",2013,16,"CAR","2013CAR1"
"42357","Mike Tolbert",2013,0,"CAR","2013CAR1"
"42358","Mike Tolbert",2013,1,"CAR","2013CAR1"
"42359","Mike Tolbert",2013,7,"CAR","2013CAR1"
"42360","Mike Tolbert",2013,2,"CAR","2013CAR1"
"42283","DeAngelo Williams",2013,1,"CAR","2013CAR10"
"42284","DeAngelo Williams",2013,3,"CAR","2013CAR10"
"42285","DeAngelo Williams",2013,7,"CAR","2013CAR10"
"42286","DeAngelo Williams",2013,27,"CAR","2013CAR10"
"42287","DeAngelo Williams",2013,2,"CAR","2013CAR10"
"42288","DeAngelo Williams",2013,3,"CAR","2013CAR10"
"42289","DeAngelo Williams",2013,4,"CAR","2013CAR10"
"42290","DeAngelo Williams",2013,-1,"CAR","2013CAR10"
"53839","Jonathan Stewart",2013,6,"CAR","2013CAR10"
"53840","Jonathan Stewart",2013,0,"CAR","2013CAR10"
"53841","Jonathan Stewart",2013,7,"CAR","2013CAR10"
"53842","Jonathan Stewart",2013,0,"CAR","2013CAR10"
"53843","Jonathan Stewart",2013,5,"CAR","2013CAR10"
"53844","Jonathan Stewart",2013,2,"CAR","2013CAR10"
"53845","Jonathan Stewart",2013,3,"CAR","2013CAR10"
"53846","Jonathan Stewart",2013,4,"CAR","2013CAR10"
"53847","Jonathan Stewart",2013,3,"CAR","2013CAR10"
"53848","Jonathan Stewart",2013,3,"CAR","2013CAR10"
"53849","Jonathan Stewart",2013,3,"CAR","2013CAR10"
"53850","Jonathan Stewart",2013,-1,"CAR","2013CAR10"
"53851","Jonathan Stewart",2013,6,"CAR","2013CAR10"
"42414","Mike Tolbert",2013,4,"CAR","2013CAR10"
"42415","Mike Tolbert",2013,3,"CAR","2013CAR10"
"42291","DeAngelo Williams",2013,1,"CAR","2013CAR11"
"42292","DeAngelo Williams",2013,1,"CAR","2013CAR11"
"42293","DeAngelo Williams",2013,3,"CAR","2013CAR11"
"42294","DeAngelo Williams",2013,6,"CAR","2013CAR11"
"42295","DeAngelo Williams",2013,2,"CAR","2013CAR11"
"42296","DeAngelo Williams",2013,1,"CAR","2013CAR11"
"53852","Jonathan Stewart",2013,7,"CAR","2013CAR11"
"53853","Jonathan Stewart",2013,3,"CAR","2013CAR11"
"53854","Jonathan Stewart",2013,0,"CAR","2013CAR11"
"53855","Jonathan Stewart",2013,0,"CAR","2013CAR11"
"42416","Mike Tolbert",2013,2,"CAR","2013CAR11"
"42417","Mike Tolbert",2013,6,"CAR","2013CAR11"
"42418","Mike Tolbert",2013,0,"CAR","2013CAR11"
"42419","Mike Tolbert",2013,2,"CAR","2013CAR11"
"42420","Mike Tolbert",2013,3,"CAR","2013CAR11"
"42421","Mike Tolbert",2013,4,"CAR","2013CAR11"
"42297","DeAngelo Williams",2013,8,"CAR","2013CAR12"
"42298","DeAngelo Williams",2013,2,"CAR","2013CAR12"
"42299","DeAngelo Williams",2013,2,"CAR","2013CAR12"
"42300","DeAngelo Williams",2013,3,"CAR","2013CAR12"
"42301","DeAngelo Williams",2013,9,"CAR","2013CAR12"
"42302","DeAngelo Williams",2013,2,"CAR","2013CAR12"
"42303","DeAngelo Williams",2013,2,"CAR","2013CAR12"
"42304","DeAngelo Williams",2013,3,"CAR","2013CAR12"
"42305","DeAngelo Williams",2013,2,"CAR","2013CAR12"
"42306","DeAngelo Williams",2013,-2,"CAR","2013CAR12"
"53856","Jonathan Stewart",2013,3,"CAR","2013CAR12"
"53857","Jonathan Stewart",2013,3,"CAR","2013CAR12"
"53858","Jonathan Stewart",2013,-2,"CAR","2013CAR12"
"53859","Jonathan Stewart",2013,2,"CAR","2013CAR12"
"53860","Jonathan Stewart",2013,10,"CAR","2013CAR12"
"53861","Jonathan Stewart",2013,12,"CAR","2013CAR12"
"53862","Jonathan Stewart",2013,3,"CAR","2013CAR12"
"42422","Mike Tolbert",2013,3,"CAR","2013CAR12"
"42423","Mike Tolbert",2013,0,"CAR","2013CAR12"
"42424","Mike Tolbert",2013,15,"CAR","2013CAR12"
"42425","Mike Tolbert",2013,5,"CAR","2013CAR12"
"53863","Jonathan Stewart",2013,3,"CAR","2013CAR13"
"53864","Jonathan Stewart",2013,-1,"CAR","2013CAR13"
"53865","Jonathan Stewart",2013,-1,"CAR","2013CAR13"
"53866","Jonathan Stewart",2013,3,"CAR","2013CAR13"
"53867","Jonathan Stewart",2013,0,"CAR","2013CAR13"
"53868","Jonathan Stewart",2013,3,"CAR","2013CAR13"
"53869","Jonathan Stewart",2013,4,"CAR","2013CAR13"
"53870","Jonathan Stewart",2013,5,"CAR","2013CAR13"
"53871","Jonathan Stewart",2013,6,"CAR","2013CAR13"
"53872","Jonathan Stewart",2013,3,"CAR","2013CAR13"
"53873","Jonathan Stewart",2013,4,"CAR","2013CAR13"
"53874","Jonathan Stewart",2013,3,"CAR","2013CAR13"
"53875","Jonathan Stewart",2013,1,"CAR","2013CAR13"
"53876","Jonathan Stewart",2013,6,"CAR","2013CAR13"
"53738","Kenjon Barner",2013,2,"CAR","2013CAR13"
"53739","Kenjon Barner",2013,1,"CAR","2013CAR13"
"53740","Kenjon Barner",2013,0,"CAR","2013CAR13"
"53741","Kenjon Barner",2013,1,"CAR","2013CAR13"
"53742","Kenjon Barner",2013,2,"CAR","2013CAR13"
"42426","Mike Tolbert",2013,2,"CAR","2013CAR13"
"42427","Mike Tolbert",2013,17,"CAR","2013CAR13"
"42428","Mike Tolbert",2013,0,"CAR","2013CAR13"
"42429","Mike Tolbert",2013,2,"CAR","2013CAR13"
"42430","Mike Tolbert",2013,6,"CAR","2013CAR13"
"42431","Mike Tolbert",2013,16,"CAR","2013CAR13"
"42432","Mike Tolbert",2013,1,"CAR","2013CAR13"
"42433","Mike Tolbert",2013,5,"CAR","2013CAR13"
"42434","Mike Tolbert",2013,-1,"CAR","2013CAR13"
"42307","DeAngelo Williams",2013,7,"CAR","2013CAR14"
"42308","DeAngelo Williams",2013,1,"CAR","2013CAR14"
"42309","DeAngelo Williams",2013,9,"CAR","2013CAR14"
"42310","DeAngelo Williams",2013,2,"CAR","2013CAR14"
"42311","DeAngelo Williams",2013,1,"CAR","2013CAR14"
"42312","DeAngelo Williams",2013,5,"CAR","2013CAR14"
"42313","DeAngelo Williams",2013,7,"CAR","2013CAR14"
"42314","DeAngelo Williams",2013,3,"CAR","2013CAR14"
"42315","DeAngelo Williams",2013,2,"CAR","2013CAR14"
"42316","DeAngelo Williams",2013,8,"CAR","2013CAR14"
"42317","DeAngelo Williams",2013,1,"CAR","2013CAR14"
"42318","DeAngelo Williams",2013,3,"CAR","2013CAR14"
"42319","DeAngelo Williams",2013,3,"CAR","2013CAR14"
"53877","Jonathan Stewart",2013,16,"CAR","2013CAR14"
"42435","Mike Tolbert",2013,1,"CAR","2013CAR14"
"42436","Mike Tolbert",2013,7,"CAR","2013CAR14"
"42437","Mike Tolbert",2013,4,"CAR","2013CAR14"
"42320","DeAngelo Williams",2013,7,"CAR","2013CAR15"
"42321","DeAngelo Williams",2013,4,"CAR","2013CAR15"
"42322","DeAngelo Williams",2013,4,"CAR","2013CAR15"
"42323","DeAngelo Williams",2013,4,"CAR","2013CAR15"
"42324","DeAngelo Williams",2013,-2,"CAR","2013CAR15"
"42325","DeAngelo Williams",2013,4,"CAR","2013CAR15"
"42326","DeAngelo Williams",2013,1,"CAR","2013CAR15"
"42327","DeAngelo Williams",2013,4,"CAR","2013CAR15"
"42328","DeAngelo Williams",2013,8,"CAR","2013CAR15"
"42329","DeAngelo Williams",2013,2,"CAR","2013CAR15"
"42330","DeAngelo Williams",2013,16,"CAR","2013CAR15"
"42331","DeAngelo Williams",2013,4,"CAR","2013CAR15"
"42332","DeAngelo Williams",2013,7,"CAR","2013CAR15"
"42333","DeAngelo Williams",2013,0,"CAR","2013CAR15"
"42334","DeAngelo Williams",2013,18,"CAR","2013CAR15"
"42438","Mike Tolbert",2013,2,"CAR","2013CAR15"
"42439","Mike Tolbert",2013,3,"CAR","2013CAR15"
"42440","Mike Tolbert",2013,2,"CAR","2013CAR15"
"42441","Mike Tolbert",2013,-2,"CAR","2013CAR15"
"42442","Mike Tolbert",2013,-1,"CAR","2013CAR15"
"42443","Mike Tolbert",2013,1,"CAR","2013CAR15"
"42444","Mike Tolbert",2013,2,"CAR","2013CAR15"
"42445","Mike Tolbert",2013,1,"CAR","2013CAR15"
"42446","Mike Tolbert",2013,2,"CAR","2013CAR15"
"42447","Mike Tolbert",2013,3,"CAR","2013CAR15"
"42448","Mike Tolbert",2013,5,"CAR","2013CAR15"
"42449","Mike Tolbert",2013,0,"CAR","2013CAR15"
"42335","DeAngelo Williams",2013,9,"CAR","2013CAR16"
"42336","DeAngelo Williams",2013,2,"CAR","2013CAR16"
"42337","DeAngelo Williams",2013,-1,"CAR","2013CAR16"
"42338","DeAngelo Williams",2013,0,"CAR","2013CAR16"
"42339","DeAngelo Williams",2013,2,"CAR","2013CAR16"
"42340","DeAngelo Williams",2013,1,"CAR","2013CAR16"
"42341","DeAngelo Williams",2013,43,"CAR","2013CAR16"
"42342","DeAngelo Williams",2013,3,"CAR","2013CAR16"
"42343","DeAngelo Williams",2013,-1,"CAR","2013CAR16"
"42344","DeAngelo Williams",2013,2,"CAR","2013CAR16"
"42345","DeAngelo Williams",2013,3,"CAR","2013CAR16"
"42346","DeAngelo Williams",2013,4,"CAR","2013CAR16"
"42450","Mike Tolbert",2013,1,"CAR","2013CAR16"
"42347","DeAngelo Williams",2013,0,"CAR","2013CAR17"
"42348","DeAngelo Williams",2013,1,"CAR","2013CAR17"
"42349","DeAngelo Williams",2013,3,"CAR","2013CAR17"
"42350","DeAngelo Williams",2013,2,"CAR","2013CAR17"
"42351","DeAngelo Williams",2013,1,"CAR","2013CAR17"
"42352","DeAngelo Williams",2013,24,"CAR","2013CAR17"
"42353","DeAngelo Williams",2013,1,"CAR","2013CAR17"
"42354","DeAngelo Williams",2013,0,"CAR","2013CAR17"
"42355","DeAngelo Williams",2013,-1,"CAR","2013CAR17"
"42356","DeAngelo Williams",2013,2,"CAR","2013CAR17"
"42451","Mike Tolbert",2013,-1,"CAR","2013CAR17"
"42452","Mike Tolbert",2013,17,"CAR","2013CAR17"
"42453","Mike Tolbert",2013,3,"CAR","2013CAR17"
"42454","Mike Tolbert",2013,1,"CAR","2013CAR17"
"42455","Mike Tolbert",2013,7,"CAR","2013CAR17"
"42456","Mike Tolbert",2013,2,"CAR","2013CAR17"
"42457","Mike Tolbert",2013,0,"CAR","2013CAR17"
"42173","DeAngelo Williams",2013,3,"CAR","2013CAR2"
"42174","DeAngelo Williams",2013,8,"CAR","2013CAR2"
"42175","DeAngelo Williams",2013,-1,"CAR","2013CAR2"
"42176","DeAngelo Williams",2013,1,"CAR","2013CAR2"
"42177","DeAngelo Williams",2013,1,"CAR","2013CAR2"
"42178","DeAngelo Williams",2013,0,"CAR","2013CAR2"
"42179","DeAngelo Williams",2013,10,"CAR","2013CAR2"
"42180","DeAngelo Williams",2013,2,"CAR","2013CAR2"
"42181","DeAngelo Williams",2013,3,"CAR","2013CAR2"
"42182","DeAngelo Williams",2013,21,"CAR","2013CAR2"
"42183","DeAngelo Williams",2013,1,"CAR","2013CAR2"
"42184","DeAngelo Williams",2013,2,"CAR","2013CAR2"
"42185","DeAngelo Williams",2013,7,"CAR","2013CAR2"
"42186","DeAngelo Williams",2013,0,"CAR","2013CAR2"
"42187","DeAngelo Williams",2013,1,"CAR","2013CAR2"
"42188","DeAngelo Williams",2013,1,"CAR","2013CAR2"
"42189","DeAngelo Williams",2013,5,"CAR","2013CAR2"
"42190","DeAngelo Williams",2013,3,"CAR","2013CAR2"
"42191","DeAngelo Williams",2013,5,"CAR","2013CAR2"
"42192","DeAngelo Williams",2013,7,"CAR","2013CAR2"
"42193","DeAngelo Williams",2013,5,"CAR","2013CAR2"
"42194","DeAngelo Williams",2013,0,"CAR","2013CAR2"
"42361","Mike Tolbert",2013,4,"CAR","2013CAR2"
"42362","Mike Tolbert",2013,1,"CAR","2013CAR2"
"42363","Mike Tolbert",2013,5,"CAR","2013CAR2"
"42364","Mike Tolbert",2013,9,"CAR","2013CAR2"
"42365","Mike Tolbert",2013,2,"CAR","2013CAR2"
"42366","Mike Tolbert",2013,4,"CAR","2013CAR2"
"52891","Armond Smith",2013,1,"CAR","2013CAR3"
"52892","Armond Smith",2013,3,"CAR","2013CAR3"
"52893","Armond Smith",2013,-4,"CAR","2013CAR3"
"42195","DeAngelo Williams",2013,2,"CAR","2013CAR3"
"42196","DeAngelo Williams",2013,11,"CAR","2013CAR3"
"42197","DeAngelo Williams",2013,2,"CAR","2013CAR3"
"42198","DeAngelo Williams",2013,0,"CAR","2013CAR3"
"42199","DeAngelo Williams",2013,2,"CAR","2013CAR3"
"42200","DeAngelo Williams",2013,0,"CAR","2013CAR3"
"42201","DeAngelo Williams",2013,5,"CAR","2013CAR3"
"42202","DeAngelo Williams",2013,2,"CAR","2013CAR3"
"42203","DeAngelo Williams",2013,8,"CAR","2013CAR3"
"42204","DeAngelo Williams",2013,27,"CAR","2013CAR3"
"42205","DeAngelo Williams",2013,8,"CAR","2013CAR3"
"42206","DeAngelo Williams",2013,8,"CAR","2013CAR3"
"42207","DeAngelo Williams",2013,13,"CAR","2013CAR3"
"42208","DeAngelo Williams",2013,2,"CAR","2013CAR3"
"42209","DeAngelo Williams",2013,-1,"CAR","2013CAR3"
"42210","DeAngelo Williams",2013,2,"CAR","2013CAR3"
"42211","DeAngelo Williams",2013,5,"CAR","2013CAR3"
"42212","DeAngelo Williams",2013,1,"CAR","2013CAR3"
"42213","DeAngelo Williams",2013,4,"CAR","2013CAR3"
"42214","DeAngelo Williams",2013,3,"CAR","2013CAR3"
"42215","DeAngelo Williams",2013,14,"CAR","2013CAR3"
"42216","DeAngelo Williams",2013,7,"CAR","2013CAR3"
