"full_name","year","rushing_yds"
"90905","Clinton Portis",2010,0
"90906","Clinton Portis",2010,9
"90907","Clinton Portis",2010,3
"90908","Clinton Portis",2010,0
"90909","Clinton Portis",2010,8
"90910","Clinton Portis",2010,18
"90911","Clinton Portis",2010,2
"90912","Clinton Portis",2010,0
"90913","Clinton Portis",2010,-4
"90914","Clinton Portis",2010,2
"90915","Clinton Portis",2010,1
"90916","Clinton Portis",2010,6
"90917","Clinton Portis",2010,2
"90918","Clinton Portis",2010,0
"90919","Clinton Portis",2010,1
"90920","Clinton Portis",2010,2
"90921","Clinton Portis",2010,12
"90922","Clinton Portis",2010,5
"90923","Clinton Portis",2010,4
"90924","Clinton Portis",2010,-3
"90925","Clinton Portis",2010,27
"90926","Clinton Portis",2010,7
"90927","Clinton Portis",2010,9
"90928","Clinton Portis",2010,2
"90929","Clinton Portis",2010,3
"90930","Clinton Portis",2010,-1
"90931","Clinton Portis",2010,7
"90932","Clinton Portis",2010,7
"90933","Clinton Portis",2010,11
"90934","Clinton Portis",2010,-3
"90935","Clinton Portis",2010,6
"90936","Clinton Portis",2010,1
"90937","Clinton Portis",2010,8
"90938","Clinton Portis",2010,11
"90939","Clinton Portis",2010,1
"90940","Clinton Portis",2010,4
"90941","Clinton Portis",2010,2
"90942","Clinton Portis",2010,3
"90943","Clinton Portis",2010,4
"90944","Clinton Portis",2010,11
"90945","Clinton Portis",2010,11
"90946","Clinton Portis",2010,3
"68228","Collin Mooney",2012,4
"68229","Collin Mooney",2012,4
"68230","Collin Mooney",2012,8
"68231","Collin Mooney",2012,6
"68232","Collin Mooney",2012,-3
"24451","Corey Grant",2015,1
"24452","Corey Grant",2015,4
"24453","Corey Grant",2015,2
"24454","Corey Grant",2015,11
"24455","Corey Grant",2015,-17
"24456","Corey Grant",2015,1
"13103","Corey Grant",2016,2
"13104","Corey Grant",2016,9
"13105","Corey Grant",2016,-3
"13106","Corey Grant",2016,3
"13107","Corey Grant",2016,4
"13108","Corey Grant",2016,5
"13109","Corey Grant",2016,8
"13110","Corey Grant",2016,0
"13111","Corey Grant",2016,4
"13112","Corey Grant",2016,3
"13113","Corey Grant",2016,-1
"13114","Corey Grant",2016,6
"13115","Corey Grant",2016,-1
"13116","Corey Grant",2016,3
"13117","Corey Grant",2016,0
"13118","Corey Grant",2016,14
"13119","Corey Grant",2016,14
"13120","Corey Grant",2016,2
"13121","Corey Grant",2016,5
"13122","Corey Grant",2016,57
"13123","Corey Grant",2016,-1
"13124","Corey Grant",2016,6
"13125","Corey Grant",2016,4
"13126","Corey Grant",2016,6
"13127","Corey Grant",2016,3
"13128","Corey Grant",2016,2
"13129","Corey Grant",2016,4
"13130","Corey Grant",2016,1
"13131","Corey Grant",2016,-2
"13132","Corey Grant",2016,6
"13133","Corey Grant",2016,1
"13134","Corey Grant",2016,0
"93188","Corey McIntyre",2010,2
"93189","Corey McIntyre",2010,1
"93190","Corey McIntyre",2010,1
"93191","Corey McIntyre",2010,1
"85971","Correll Buckhalter",2010,3
"85972","Correll Buckhalter",2010,2
"85973","Correll Buckhalter",2010,2
"85974","Correll Buckhalter",2010,7
"85975","Correll Buckhalter",2010,1
"85976","Correll Buckhalter",2010,0
"85977","Correll Buckhalter",2010,2
"85978","Correll Buckhalter",2010,3
"85979","Correll Buckhalter",2010,1
"85980","Correll Buckhalter",2010,1
"85981","Correll Buckhalter",2010,2
"85982","Correll Buckhalter",2010,1
"85983","Correll Buckhalter",2010,2
"85984","Correll Buckhalter",2010,4
"85985","Correll Buckhalter",2010,2
"85986","Correll Buckhalter",2010,-3
"85987","Correll Buckhalter",2010,4
"85988","Correll Buckhalter",2010,7
"85989","Correll Buckhalter",2010,1
"85990","Correll Buckhalter",2010,1
"85991","Correll Buckhalter",2010,3
"85992","Correll Buckhalter",2010,0
"85993","Correll Buckhalter",2010,5
"85994","Correll Buckhalter",2010,-5
"85995","Correll Buckhalter",2010,0
"85996","Correll Buckhalter",2010,3
"85997","Correll Buckhalter",2010,0
"85998","Correll Buckhalter",2010,7
"85999","Correll Buckhalter",2010,8
"86000","Correll Buckhalter",2010,-3
"86001","Correll Buckhalter",2010,2
"86002","Correll Buckhalter",2010,-1
"86003","Correll Buckhalter",2010,4
"86004","Correll Buckhalter",2010,13
"86005","Correll Buckhalter",2010,3
"86006","Correll Buckhalter",2010,-3
"86007","Correll Buckhalter",2010,1
"86008","Correll Buckhalter",2010,2
"86009","Correll Buckhalter",2010,12
"86010","Correll Buckhalter",2010,6
"86011","Correll Buckhalter",2010,-2
"86012","Correll Buckhalter",2010,0
"86013","Correll Buckhalter",2010,-2
"86014","Correll Buckhalter",2010,3
"86015","Correll Buckhalter",2010,-2
"86016","Correll Buckhalter",2010,3
"86017","Correll Buckhalter",2010,2
"86018","Correll Buckhalter",2010,4
"86019","Correll Buckhalter",2010,9
"86020","Correll Buckhalter",2010,6
"86021","Correll Buckhalter",2010,10
"86022","Correll Buckhalter",2010,-4
"86023","Correll Buckhalter",2010,1
"86024","Correll Buckhalter",2010,7
"86025","Correll Buckhalter",2010,0
"86026","Correll Buckhalter",2010,4
"86027","Correll Buckhalter",2010,3
"86028","Correll Buckhalter",2010,4
"86029","Correll Buckhalter",2010,1
"95967","Curtis Brinkley",2010,9
"95968","Curtis Brinkley",2010,2
"81664","Curtis Brinkley",2011,3
"81665","Curtis Brinkley",2011,5
"81666","Curtis Brinkley",2011,2
"81667","Curtis Brinkley",2011,4
"81668","Curtis Brinkley",2011,2
"81669","Curtis Brinkley",2011,6
"81670","Curtis Brinkley",2011,6
"81671","Curtis Brinkley",2011,4
"81672","Curtis Brinkley",2011,5
"81673","Curtis Brinkley",2011,6
"81674","Curtis Brinkley",2011,1
"81675","Curtis Brinkley",2011,1
"81676","Curtis Brinkley",2011,1
"81677","Curtis Brinkley",2011,3
"81678","Curtis Brinkley",2011,1
"81679","Curtis Brinkley",2011,0
"81680","Curtis Brinkley",2011,3
"81681","Curtis Brinkley",2011,1
"81682","Curtis Brinkley",2011,3
"81683","Curtis Brinkley",2011,10
"81684","Curtis Brinkley",2011,2
"81685","Curtis Brinkley",2011,2
"81686","Curtis Brinkley",2011,0
"81687","Curtis Brinkley",2011,2
"81688","Curtis Brinkley",2011,1
"81689","Curtis Brinkley",2011,0
"81690","Curtis Brinkley",2011,12
"81691","Curtis Brinkley",2011,7
"81692","Curtis Brinkley",2011,1
"81693","Curtis Brinkley",2011,7
"65536","Curtis Brinkley",2012,2
"65537","Curtis Brinkley",2012,2
"65538","Curtis Brinkley",2012,-2
"65539","Curtis Brinkley",2012,1
"65540","Curtis Brinkley",2012,0
"65541","Curtis Brinkley",2012,6
"65542","Curtis Brinkley",2012,5
"65543","Curtis Brinkley",2012,3
"65544","Curtis Brinkley",2012,0
"65545","Curtis Brinkley",2012,-5
"65546","Curtis Brinkley",2012,3
"65547","Curtis Brinkley",2012,4
"65548","Curtis Brinkley",2012,2
"65549","Curtis Brinkley",2012,-3
"65550","Curtis Brinkley",2012,1
"65551","Curtis Brinkley",2012,2
"65552","Curtis Brinkley",2012,-2
"65553","Curtis Brinkley",2012,1
"65554","Curtis Brinkley",2012,3
"65555","Curtis Brinkley",2012,12
"65556","Curtis Brinkley",2012,1
"65557","Curtis Brinkley",2012,3
"65558","Curtis Brinkley",2012,2
"65559","Curtis Brinkley",2012,1
"65560","Curtis Brinkley",2012,0
"65561","Curtis Brinkley",2012,7
"65562","Curtis Brinkley",2012,5
"65563","Curtis Brinkley",2012,1
"65564","Curtis Brinkley",2012,5
"65565","Curtis Brinkley",2012,5
"65566","Curtis Brinkley",2012,7
"65567","Curtis Brinkley",2012,4
"65568","Curtis Brinkley",2012,11
"65569","Curtis Brinkley",2012,13
"65570","Curtis Brinkley",2012,2
"65571","Curtis Brinkley",2012,3
"65572","Curtis Brinkley",2012,7
"65573","Curtis Brinkley",2012,6
"65574","Curtis Brinkley",2012,-3
"67317","Cyrus Gray",2012,15
"67318","Cyrus Gray",2012,4
"67319","Cyrus Gray",2012,6
"67320","Cyrus Gray",2012,11
"67321","Cyrus Gray",2012,-1
"67322","Cyrus Gray",2012,6
"67323","Cyrus Gray",2012,3
"46199","Cyrus Gray",2013,9
"46200","Cyrus Gray",2013,-1
"46201","Cyrus Gray",2013,3
"46202","Cyrus Gray",2013,3
"46203","Cyrus Gray",2013,3
"46204","Cyrus Gray",2013,2
"46205","Cyrus Gray",2013,3
"46206","Cyrus Gray",2013,-1
"46207","Cyrus Gray",2013,3
"31097","Cyrus Gray",2014,1
"31098","Cyrus Gray",2014,4
"31099","Cyrus Gray",2014,2
"31100","Cyrus Gray",2014,6
"31101","Cyrus Gray",2014,3
"31102","Cyrus Gray",2014,5
"31103","Cyrus Gray",2014,4
"31104","Cyrus Gray",2014,6
"10208","D.J. Foster",2016,7
"10209","D.J. Foster",2016,0
"10210","D.J. Foster",2016,4
"10211","D.J. Foster",2016,5
"10212","D.J. Foster",2016,3
"10213","D.J. Foster",2016,4
"10214","D.J. Foster",2016,1
"93814","D.J. Ware",2010,14
"93815","D.J. Ware",2010,1
"93816","D.J. Ware",2010,6
"93817","D.J. Ware",2010,7
"93818","D.J. Ware",2010,5
"93819","D.J. Ware",2010,8
"93820","D.J. Ware",2010,9
"93821","D.J. Ware",2010,4
"93822","D.J. Ware",2010,2
"93823","D.J. Ware",2010,4
"93824","D.J. Ware",2010,6
"93825","D.J. Ware",2010,5
"93826","D.J. Ware",2010,0
"93827","D.J. Ware",2010,5
"93828","D.J. Ware",2010,5
"93829","D.J. Ware",2010,-2
"93830","D.J. Ware",2010,0
"93831","D.J. Ware",2010,-7
"93832","D.J. Ware",2010,4
"93833","D.J. Ware",2010,-3
"80506","D.J. Ware",2011,4
"80507","D.J. Ware",2011,12
"80508","D.J. Ware",2011,6
"80509","D.J. Ware",2011,2
"80510","D.J. Ware",2011,3
"80511","D.J. Ware",2011,-5
"80512","D.J. Ware",2011,3
"80513","D.J. Ware",2011,4
"80514","D.J. Ware",2011,2
"80515","D.J. Ware",2011,3
"80516","D.J. Ware",2011,5
"80517","D.J. Ware",2011,5
"80518","D.J. Ware",2011,5
"80519","D.J. Ware",2011,-4
"80520","D.J. Ware",2011,1
"80521","D.J. Ware",2011,10
"80522","D.J. Ware",2011,3
"80523","D.J. Ware",2011,2
"80524","D.J. Ware",2011,-3
"80525","D.J. Ware",2011,5
"80526","D.J. Ware",2011,5
"80527","D.J. Ware",2011,7
"80528","D.J. Ware",2011,6
"80529","D.J. Ware",2011,4
"80530","D.J. Ware",2011,3
"80531","D.J. Ware",2011,5
"80532","D.J. Ware",2011,-1
"80533","D.J. Ware",2011,6
"80534","D.J. Ware",2011,4
"80535","D.J. Ware",2011,0
"80536","D.J. Ware",2011,2
"80537","D.J. Ware",2011,1
"80538","D.J. Ware",2011,-6
"80539","D.J. Ware",2011,1
"80540","D.J. Ware",2011,4
"80541","D.J. Ware",2011,4
"80542","D.J. Ware",2011,5
"80543","D.J. Ware",2011,9
"80544","D.J. Ware",2011,3
"80545","D.J. Ware",2011,0
"80546","D.J. Ware",2011,-1
"80547","D.J. Ware",2011,3
"80548","D.J. Ware",2011,17
"80549","D.J. Ware",2011,0
"80550","D.J. Ware",2011,15
"80551","D.J. Ware",2011,4
"63675","D.J. Ware",2012,6
"63676","D.J. Ware",2012,8
"63677","D.J. Ware",2012,6
"63678","D.J. Ware",2012,2
"63679","D.J. Ware",2012,17
"63680","D.J. Ware",2012,6
"63681","D.J. Ware",2012,4
"63682","D.J. Ware",2012,-1
"63683","D.J. Ware",2012,2
"63684","D.J. Ware",2012,8
"63685","D.J. Ware",2012,-7
"81722","Da'Rel Scott",2011,5
"81723","Da'Rel Scott",2011,8
"81724","Da'Rel Scott",2011,3
"81725","Da'Rel Scott",2011,0
"81726","Da'Rel Scott",2011,0
"66585","Da'Rel Scott",2012,-1
"66586","Da'Rel Scott",2012,4
"66587","Da'Rel Scott",2012,5
"66588","Da'Rel Scott",2012,2
"66589","Da'Rel Scott",2012,-1
"66590","Da'Rel Scott",2012,0
"49624","Da'Rel Scott",2013,3
"49625","Da'Rel Scott",2013,0
"49626","Da'Rel Scott",2013,4
"49627","Da'Rel Scott",2013,0
"49628","Da'Rel Scott",2013,16
"49629","Da'Rel Scott",2013,1
"49630","Da'Rel Scott",2013,-1
"49631","Da'Rel Scott",2013,2
"49632","Da'Rel Scott",2013,4
"49633","Da'Rel Scott",2013,-4
"49634","Da'Rel Scott",2013,5
"49635","Da'Rel Scott",2013,11
"49636","Da'Rel Scott",2013,8
"49637","Da'Rel Scott",2013,-1
"49638","Da'Rel Scott",2013,3
"49639","Da'Rel Scott",2013,5
"49640","Da'Rel Scott",2013,2
"49641","Da'Rel Scott",2013,1
"49642","Da'Rel Scott",2013,1
"49643","Da'Rel Scott",2013,13
"38052","Damien Williams",2014,5
"38053","Damien Williams",2014,3
"38054","Damien Williams",2014,6
"38055","Damien Williams",2014,-2
"38056","Damien Williams",2014,7
"38057","Damien Williams",2014,-3
"38058","Damien Williams",2014,2
"38059","Damien Williams",2014,5
"38060","Damien Williams",2014,2
"38061","Damien Williams",2014,12
"38062","Damien Williams",2014,1
"38063","Damien Williams",2014,1
"38064","Damien Williams",2014,-1
"38065","Damien Williams",2014,0
"38066","Damien Williams",2014,6
"38067","Damien Williams",2014,-1
"38068","Damien Williams",2014,9
"38069","Damien Williams",2014,3
"38070","Damien Williams",2014,6
"38071","Damien Williams",2014,5
"38072","Damien Williams",2014,-1
"38073","Damien Williams",2014,4
"38074","Damien Williams",2014,-1
"38075","Damien Williams",2014,-2
"38076","Damien Williams",2014,6
"38077","Damien Williams",2014,1
"38078","Damien Williams",2014,4
"38079","Damien Williams",2014,3
"38080","Damien Williams",2014,19
"38081","Damien Williams",2014,1
"38082","Damien Williams",2014,0
"38083","Damien Williams",2014,4
"38084","Damien Williams",2014,0
"38085","Damien Williams",2014,1
"38086","Damien Williams",2014,12
"38087","Damien Williams",2014,5
"16327","Damien Williams",2015,0
"16328","Damien Williams",2015,3
"16329","Damien Williams",2015,2
"16330","Damien Williams",2015,3
"16331","Damien Williams",2015,14
"16332","Damien Williams",2015,1
"16333","Damien Williams",2015,4
"16334","Damien Williams",2015,0
"16335","Damien Williams",2015,-1
"16336","Damien Williams",2015,19
"16337","Damien Williams",2015,1
"16338","Damien Williams",2015,1
"16339","Damien Williams",2015,1
"16340","Damien Williams",2015,8
"16341","Damien Williams",2015,3
"16342","Damien Williams",2015,0
"7028","Damien Williams",2016,4
"7029","Damien Williams",2016,5
"7030","Damien Williams",2016,15
"7031","Damien Williams",2016,2
"7032","Damien Williams",2016,7
"7033","Damien Williams",2016,3
"7034","Damien Williams",2016,1
"7035","Damien Williams",2016,10
"7036","Damien Williams",2016,-1
"7037","Damien Williams",2016,0
"7038","Damien Williams",2016,2
"7039","Damien Williams",2016,0
"7040","Damien Williams",2016,0
"7041","Damien Williams",2016,2
"7042","Damien Williams",2016,12
"7043","Damien Williams",2016,2
"7044","Damien Williams",2016,23
"7045","Damien Williams",2016,1
"7046","Damien Williams",2016,-1
"7047","Damien Williams",2016,1
"7048","Damien Williams",2016,5
"7049","Damien Williams",2016,0
"7050","Damien Williams",2016,2
"7051","Damien Williams",2016,7
"7052","Damien Williams",2016,1
"7053","Damien Williams",2016,5
"7054","Damien Williams",2016,-1
"7055","Damien Williams",2016,5
"7056","Damien Williams",2016,-2
"7057","Damien Williams",2016,0
"7058","Damien Williams",2016,0
"7059","Damien Williams",2016,0
"7060","Damien Williams",2016,0
"7061","Damien Williams",2016,5
"7062","Damien Williams",2016,0
"68147","Dan Herron",2012,6
"68148","Dan Herron",2012,2
"68149","Dan Herron",2012,0
"68150","Dan Herron",2012,-3
"53950","Dan Herron",2013,0
"53951","Dan Herron",2013,22
"53952","Dan Herron",2013,4
"53953","Dan Herron",2013,5
"53954","Dan Herron",2013,2
"38956","Dan Herron",2014,1
"38957","Dan Herron",2014,7
"38958","Dan Herron",2014,6
"38959","Dan Herron",2014,7
"38960","Dan Herron",2014,4
"38961","Dan Herron",2014,0
"38962","Dan Herron",2014,1
"38963","Dan Herron",2014,-1
"38964","Dan Herron",2014,6
"38965","Dan Herron",2014,10
"38966","Dan Herron",2014,13
"38967","Dan Herron",2014,4
"38968","Dan Herron",2014,4
"38969","Dan Herron",2014,2
"38970","Dan Herron",2014,1
"38971","Dan Herron",2014,5
"38972","Dan Herron",2014,1
"38973","Dan Herron",2014,3
"38974","Dan Herron",2014,2
"38975","Dan Herron",2014,0
"38976","Dan Herron",2014,1
"38977","Dan Herron",2014,-3
"38978","Dan Herron",2014,5
"38979","Dan Herron",2014,2
"38980","Dan Herron",2014,11
"38981","Dan Herron",2014,2
"38982","Dan Herron",2014,0
"38983","Dan Herron",2014,5
"38984","Dan Herron",2014,3
"38985","Dan Herron",2014,2
"38986","Dan Herron",2014,5
"38987","Dan Herron",2014,4
"38988","Dan Herron",2014,18
"38989","Dan Herron",2014,8
"38990","Dan Herron",2014,5
"38991","Dan Herron",2014,8
"38992","Dan Herron",2014,1
"38993","Dan Herron",2014,11
"38994","Dan Herron",2014,5
"38995","Dan Herron",2014,49
"38996","Dan Herron",2014,0
"38997","Dan Herron",2014,9
"38998","Dan Herron",2014,5
"38999","Dan Herron",2014,0
"39000","Dan Herron",2014,7
"39001","Dan Herron",2014,1
"39002","Dan Herron",2014,2
"39003","Dan Herron",2014,9
"39004","Dan Herron",2014,0
"39005","Dan Herron",2014,2
"39006","Dan Herron",2014,1
"39007","Dan Herron",2014,11
"39008","Dan Herron",2014,5
"39009","Dan Herron",2014,6
"39010","Dan Herron",2014,6
"39011","Dan Herron",2014,-4
"39012","Dan Herron",2014,6
"39013","Dan Herron",2014,6
"39014","Dan Herron",2014,7
"39015","Dan Herron",2014,8
"39016","Dan Herron",2014,8
"39017","Dan Herron",2014,-5
"39018","Dan Herron",2014,1
"39019","Dan Herron",2014,2
"39020","Dan Herron",2014,4
"39021","Dan Herron",2014,1
"39022","Dan Herron",2014,-2
"39023","Dan Herron",2014,2
"39024","Dan Herron",2014,1
"39025","Dan Herron",2014,0
"39026","Dan Herron",2014,9
"39027","Dan Herron",2014,3
"39028","Dan Herron",2014,4
"39029","Dan Herron",2014,8
"39030","Dan Herron",2014,5
"39031","Dan Herron",2014,1
"39032","Dan Herron",2014,4
"39033","Dan Herron",2014,0
"25689","Dan Herron",2015,6
"25690","Dan Herron",2015,1
"25691","Dan Herron",2015,8
"25692","Dan Herron",2015,0
"25693","Dan Herron",2015,2
"25694","Dan Herron",2015,4
"25695","Dan Herron",2015,2
"25696","Dan Herron",2015,4
"25697","Dan Herron",2015,1
"25698","Dan Herron",2015,5
"25699","Dan Herron",2015,4
"25700","Dan Herron",2015,3
"25701","Dan Herron",2015,5
"25702","Dan Herron",2015,1
"25703","Dan Herron",2015,5
"25704","Dan Herron",2015,4
"25705","Dan Herron",2015,6
"25706","Dan Herron",2015,4
"25707","Dan Herron",2015,5
"25708","Dan Herron",2015,2
"25709","Dan Herron",2015,4
"25710","Dan Herron",2015,-4
"25711","Dan Herron",2015,3
"25712","Dan Herron",2015,3
"25713","Dan Herron",2015,1
"11895","Daniel Lasco",2016,2
"11896","Daniel Lasco",2016,3
"11897","Daniel Lasco",2016,6
"11898","Daniel Lasco",2016,1
"11899","Daniel Lasco",2016,0
"11900","Daniel Lasco",2016,5
"11901","Daniel Lasco",2016,2
"11902","Daniel Lasco",2016,5
"11903","Daniel Lasco",2016,2
"11904","Daniel Lasco",2016,3
"11905","Daniel Lasco",2016,3
"80291","Daniel Thomas",2011,4
"80292","Daniel Thomas",2011,5
"80293","Daniel Thomas",2011,3
"80294","Daniel Thomas",2011,3
"80295","Daniel Thomas",2011,10
"80296","Daniel Thomas",2011,6
"80297","Daniel Thomas",2011,3
"80298","Daniel Thomas",2011,6
"80299","Daniel Thomas",2011,6
"80300","Daniel Thomas",2011,5
"80301","Daniel Thomas",2011,3
"80302","Daniel Thomas",2011,2
"80303","Daniel Thomas",2011,3
"80304","Daniel Thomas",2011,14
"80305","Daniel Thomas",2011,13
"80306","Daniel Thomas",2011,13
"80307","Daniel Thomas",2011,2
"80308","Daniel Thomas",2011,6
"80309","Daniel Thomas",2011,4
"80310","Daniel Thomas",2011,3
"80311","Daniel Thomas",2011,4
"80312","Daniel Thomas",2011,2
"80313","Daniel Thomas",2011,4
"80314","Daniel Thomas",2011,4
"80315","Daniel Thomas",2011,5
"80316","Daniel Thomas",2011,4
"80317","Daniel Thomas",2011,6
"80318","Daniel Thomas",2011,4
"80319","Daniel Thomas",2011,7
"80320","Daniel Thomas",2011,3
"80321","Daniel Thomas",2011,2
"80322","Daniel Thomas",2011,4
"80323","Daniel Thomas",2011,3
"80324","Daniel Thomas",2011,5
"80325","Daniel Thomas",2011,2
"80326","Daniel Thomas",2011,4
"80327","Daniel Thomas",2011,7
"80328","Daniel Thomas",2011,4
"80329","Daniel Thomas",2011,9
"80330","Daniel Thomas",2011,2
"80331","Daniel Thomas",2011,3
"80332","Daniel Thomas",2011,1
"80333","Daniel Thomas",2011,5
"80334","Daniel Thomas",2011,3
"80335","Daniel Thomas",2011,0
"80336","Daniel Thomas",2011,2
"80337","Daniel Thomas",2011,5
"80338","Daniel Thomas",2011,3
"80339","Daniel Thomas",2011,-2
"80340","Daniel Thomas",2011,3
"80341","Daniel Thomas",2011,5
"80342","Daniel Thomas",2011,-1
"80343","Daniel Thomas",2011,15
"80344","Daniel Thomas",2011,2
"80345","Daniel Thomas",2011,5
"80346","Daniel Thomas",2011,1
"80347","Daniel Thomas",2011,2
"80348","Daniel Thomas",2011,5
"80349","Daniel Thomas",2011,14
"80350","Daniel Thomas",2011,0
"80351","Daniel Thomas",2011,4
"80352","Daniel Thomas",2011,0
"80353","Daniel Thomas",2011,6
"80354","Daniel Thomas",2011,-2
"80355","Daniel Thomas",2011,0
"80356","Daniel Thomas",2011,2
"80357","Daniel Thomas",2011,2
"80358","Daniel Thomas",2011,3
"80359","Daniel Thomas",2011,2
"80360","Daniel Thomas",2011,0
"80361","Daniel Thomas",2011,3
"80362","Daniel Thomas",2011,0
"80363","Daniel Thomas",2011,0
"80364","Daniel Thomas",2011,8
"80365","Daniel Thomas",2011,4
"80366","Daniel Thomas",2011,3
"80367","Daniel Thomas",2011,1
"80368","Daniel Thomas",2011,3
"80369","Daniel Thomas",2011,1
"80370","Daniel Thomas",2011,-2
"80371","Daniel Thomas",2011,4
"80372","Daniel Thomas",2011,2
"80373","Daniel Thomas",2011,3
"80374","Daniel Thomas",2011,5
"80375","Daniel Thomas",2011,6
"80376","Daniel Thomas",2011,0
"80377","Daniel Thomas",2011,2
"80378","Daniel Thomas",2011,5
"80379","Daniel Thomas",2011,1
"80380","Daniel Thomas",2011,3
"80381","Daniel Thomas",2011,1
"80382","Daniel Thomas",2011,1
"80383","Daniel Thomas",2011,2
"80384","Daniel Thomas",2011,2
"80385","Daniel Thomas",2011,4
"80386","Daniel Thomas",2011,7
"80387","Daniel Thomas",2011,2
"80388","Daniel Thomas",2011,0
"80389","Daniel Thomas",2011,-2
"80390","Daniel Thomas",2011,2
"80391","Daniel Thomas",2011,6
"80392","Daniel Thomas",2011,3
"80393","Daniel Thomas",2011,2
"80394","Daniel Thomas",2011,3
"80395","Daniel Thomas",2011,5
"80396","Daniel Thomas",2011,1
"80397","Daniel Thomas",2011,1
"80398","Daniel Thomas",2011,12
"80399","Daniel Thomas",2011,-1
"80400","Daniel Thomas",2011,2
"80401","Daniel Thomas",2011,3
"80402","Daniel Thomas",2011,9
"80403","Daniel Thomas",2011,2
"80404","Daniel Thomas",2011,0
"80405","Daniel Thomas",2011,11
"80406","Daniel Thomas",2011,4
"80407","Daniel Thomas",2011,3
"80408","Daniel Thomas",2011,5
"80409","Daniel Thomas",2011,2
"80410","Daniel Thomas",2011,0
"80411","Daniel Thomas",2011,9
"80412","Daniel Thomas",2011,-3
"80413","Daniel Thomas",2011,21
"80414","Daniel Thomas",2011,4
"80415","Daniel Thomas",2011,2
"80416","Daniel Thomas",2011,3
"80417","Daniel Thomas",2011,8
"80418","Daniel Thomas",2011,1
"80419","Daniel Thomas",2011,15
"80420","Daniel Thomas",2011,2
"80421","Daniel Thomas",2011,5
"80422","Daniel Thomas",2011,3
"80423","Daniel Thomas",2011,3
"80424","Daniel Thomas",2011,4
"80425","Daniel Thomas",2011,0
"80426","Daniel Thomas",2011,3
"80427","Daniel Thomas",2011,1
"80428","Daniel Thomas",2011,0
"80429","Daniel Thomas",2011,-2
"80430","Daniel Thomas",2011,-2
"80431","Daniel Thomas",2011,3
"80432","Daniel Thomas",2011,-1
"80433","Daniel Thomas",2011,5
"80434","Daniel Thomas",2011,2
"80435","Daniel Thomas",2011,-3
"80436","Daniel Thomas",2011,0
"80437","Daniel Thomas",2011,28
"80438","Daniel Thomas",2011,2
"80439","Daniel Thomas",2011,4
"80440","Daniel Thomas",2011,2
"80441","Daniel Thomas",2011,0
"80442","Daniel Thomas",2011,1
"80443","Daniel Thomas",2011,2
"80444","Daniel Thomas",2011,0
"80445","Daniel Thomas",2011,13
"80446","Daniel Thomas",2011,-2
"80447","Daniel Thomas",2011,3
"80448","Daniel Thomas",2011,5
"80449","Daniel Thomas",2011,3
"80450","Daniel Thomas",2011,3
"80451","Daniel Thomas",2011,1
"80452","Daniel Thomas",2011,1
"80453","Daniel Thomas",2011,0
"80454","Daniel Thomas",2011,0
"80455","Daniel Thomas",2011,1
"57880","Daniel Thomas",2012,2
"57881","Daniel Thomas",2012,8
"57882","Daniel Thomas",2012,1
"57883","Daniel Thomas",2012,1
"57884","Daniel Thomas",2012,3
"57885","Daniel Thomas",2012,4
"57886","Daniel Thomas",2012,4
"57887","Daniel Thomas",2012,6
"57888","Daniel Thomas",2012,7
"57889","Daniel Thomas",2012,1
"57890","Daniel Thomas",2012,4
"57891","Daniel Thomas",2012,0
"57892","Daniel Thomas",2012,4
"57893","Daniel Thomas",2012,5
"57894","Daniel Thomas",2012,1
"57895","Daniel Thomas",2012,4
"57896","Daniel Thomas",2012,3
"57897","Daniel Thomas",2012,9
"57898","Daniel Thomas",2012,5
"57899","Daniel Thomas",2012,3
"57900","Daniel Thomas",2012,3
"57901","Daniel Thomas",2012,2
"57902","Daniel Thomas",2012,0
"57903","Daniel Thomas",2012,0
"57904","Daniel Thomas",2012,1
"57905","Daniel Thomas",2012,3
"57906","Daniel Thomas",2012,5
"57907","Daniel Thomas",2012,2
"57908","Daniel Thomas",2012,3
"57909","Daniel Thomas",2012,1
"57910","Daniel Thomas",2012,0
"57911","Daniel Thomas",2012,4
"57912","Daniel Thomas",2012,4
"57913","Daniel Thomas",2012,3
"57914","Daniel Thomas",2012,5
"57915","Daniel Thomas",2012,2
"57916","Daniel Thomas",2012,5
"57917","Daniel Thomas",2012,2
"57918","Daniel Thomas",2012,-1
"57919","Daniel Thomas",2012,3
"57920","Daniel Thomas",2012,8
"57921","Daniel Thomas",2012,0
"57922","Daniel Thomas",2012,3
"57923","Daniel Thomas",2012,6
"57924","Daniel Thomas",2012,7
"57925","Daniel Thomas",2012,2
"57926","Daniel Thomas",2012,-1
"57927","Daniel Thomas",2012,4
"57928","Daniel Thomas",2012,2
"57929","Daniel Thomas",2012,1
"57930","Daniel Thomas",2012,1
"57931","Daniel Thomas",2012,6
"57932","Daniel Thomas",2012,20
"57933","Daniel Thomas",2012,2
"57934","Daniel Thomas",2012,1
"57935","Daniel Thomas",2012,3
"57936","Daniel Thomas",2012,5
"57937","Daniel Thomas",2012,1
"57938","Daniel Thomas",2012,7
"57939","Daniel Thomas",2012,2
"57940","Daniel Thomas",2012,8
"57941","Daniel Thomas",2012,3
"57942","Daniel Thomas",2012,3
"57943","Daniel Thomas",2012,4
